Table 1
	CODE	R.FTM	R.GENRE	R.TIT	R.ATIT	R.BTIT	R.JTIT	R.SER	R.PLACE	R.ED	R.PUB	R.DATE	R.ID	R.ID	R.INT	R.VOL	R.ISS	R.PP	R.LAST	R.FIRST	LAST	FIRST	TIT	ATIT	BTIT	JTIT	SER	PLACE	ED	PUB	DATE	ID	ID	INT	VOL	ISS	PP		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=New-York+Gazette+or+Weekly+Post-Boy&amp;rft.atitle=Charles-Town%2C+in+South-Carolina%2C+February+22&amp;rft.issue=477&amp;rft.pages=2&amp;rft.date=1752-03-09&amp;rft.au=anon.&amp;rft_id=https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A10D34AE6B0969558%2540EANX-10DAAD81DA873E98%25402361033-10DAAD81ECDA3D20%25400&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ATimeline+of+piracy+in+the+Bay+of+Honduras	journal	article	^^^	Charles-Town%2C+in+South-Carolina%2C+February+22	^^^	New-York+Gazette+or+Weekly+Post-Boy	^^^	^^^	^^^	^^^	1752-03-09	https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A10D34AE6B0969558%2540EANX-10DAAD81DA873E98%25402361033-10DAAD81ECDA3D20%25400	^^^	^^^	^^^	477	2	^^^	^^^	^^^	^^^	^^^	"Charles-Town, in South-Carolina, February 22"	^^^	New-York Gazette or Weekly Post-Boy	^^^	^^^	^^^	^^^	1752-03-09	https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX%26docref=image/v2%3A10D34AE6B0969558%40EANX-10DAAD81DA873E98%402361033-10DAAD81ECDA3D20%400	^^^	^^^	^^^	477	2		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=New-York+Journal&amp;rft.atitle=Abstract+of+a+Letter+from+Jamaica&amp;rft.issue=1456&amp;rft.pages=208&amp;rft.date=1770-11-29&amp;rft.au=anon.&amp;rft_id=https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A10DC31E31E090A88%2540EANX-10DEED412791FD58%25402367872-10DEED414054CB08%25400&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ATimeline+of+piracy+in+the+Bay+of+Honduras	journal	article	^^^	Abstract+of+a+Letter+from+Jamaica	^^^	New-York+Journal	^^^	^^^	^^^	^^^	1770-11-29	https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A10DC31E31E090A88%2540EANX-10DEED412791FD58%25402367872-10DEED414054CB08%25400	^^^	^^^	^^^	1456	208	^^^	^^^	^^^	^^^	^^^	Abstract of a Letter from Jamaica	^^^	New-York Journal	^^^	^^^	^^^	^^^	1770-11-29	https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX%26docref=image/v2%3A10DC31E31E090A88%40EANX-10DEED412791FD58%402367872-10DEED414054CB08%400	^^^	^^^	^^^	1456	208		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=New-York+Journal&amp;rft.atitle=St.+John%27s%2C+in+Antigua%2C+July+27&amp;rft.issue=1494&amp;rft.pages=414&amp;rft.date=1771-08-22&amp;rft.au=anon.&amp;rft_id=https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A10DC31E31E090A88%2540EANX-10DEED9892F64750%25402368138-10DEED98C10A4028%25400&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ATimeline+of+piracy+in+the+Bay+of+Honduras	journal	article	^^^	St.+John%27s%2C+in+Antigua%2C+July+27	^^^	New-York+Journal	^^^	^^^	^^^	^^^	1771-08-22	https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A10DC31E31E090A88%2540EANX-10DEED9892F64750%25402368138-10DEED98C10A4028%25400	^^^	^^^	^^^	1494	414	^^^	^^^	^^^	^^^	^^^	"St. John’s, in Antigua, July 27"	^^^	New-York Journal	^^^	^^^	^^^	^^^	1771-08-22	https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX%26docref=image/v2%3A10DC31E31E090A88%40EANX-10DEED9892F64750%402368138-10DEED98C10A4028%400	^^^	^^^	^^^	1494	414		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=New-York+Mercury&amp;rft.atitle=Boston%2C+February+25&amp;rft.issue=394&amp;rft.pages=3&amp;rft.date=1760-03-03&amp;rft.au=anon.&amp;rft_id=https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A10DBEB948F3572A8%2540EANX-10DEF12F27A45C78%25402363949-10DEF12F4978FCE0%25400&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AGrace+Bank	journal	article	^^^	Boston%2C+February+25	^^^	New-York+Mercury	^^^	^^^	^^^	^^^	1760-03-03	https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A10DBEB948F3572A8%2540EANX-10DEF12F27A45C78%25402363949-10DEF12F4978FCE0%25400	^^^	^^^	^^^	394	3	^^^	^^^	^^^	^^^	^^^	"Boston, February 25"	^^^	New-York Mercury	^^^	^^^	^^^	^^^	1760-03-03	https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX%26docref=image/v2%3A10DBEB948F3572A8%40EANX-10DEF12F27A45C78%402363949-10DEF12F4978FCE0%400	^^^	^^^	^^^	394	3		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=New-York+Mercury&amp;rft.atitle=Captain+Ramsey+in+32+Days+from+the+Bay+of+Honduras%2C+informs+us%2C+...&amp;rft.issue=44&amp;rft.pages=3&amp;rft.date=1753-06-11&amp;rft.au=anon.&amp;rft_id=https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A10DBEB948F3572A8%2540EANX-10DEF05888B48018%25402361492-10DEF05897D1BF70%25400&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AGrace+Bank	journal	article	^^^	Captain+Ramsey+in+32+Days+from+the+Bay+of+Honduras%2C+informs+us%2C+...	^^^	New-York+Mercury	^^^	^^^	^^^	^^^	1753-06-11	https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A10DBEB948F3572A8%2540EANX-10DEF05888B48018%25402361492-10DEF05897D1BF70%25400	^^^	^^^	^^^	44	3	^^^	^^^	^^^	^^^	^^^	"Captain Ramsey in 32 Days from the Bay of Honduras, informs us, ..."	^^^	New-York Mercury	^^^	^^^	^^^	^^^	1753-06-11	https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX%26docref=image/v2%3A10DBEB948F3572A8%40EANX-10DEF05888B48018%402361492-10DEF05897D1BF70%400	^^^	^^^	^^^	44	3		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=New-York+Mercury&amp;rft.atitle=Captain+Ramsey+in+32+Days+from+the+Bay+of+Honduras%2C+informs+us%2C+...&amp;rft.issue=44&amp;rft.pages=3&amp;rft.date=1753-06-11&amp;rft.au=anon.&amp;rft_id=https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A10DBEB948F3572A8%2540EANX-10DEF05888B48018%25402361492-10DEF05897D1BF70%25400&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ATimeline+of+piracy+in+the+Bay+of+Honduras	journal	article	^^^	Captain+Ramsey+in+32+Days+from+the+Bay+of+Honduras%2C+informs+us%2C+...	^^^	New-York+Mercury	^^^	^^^	^^^	^^^	1753-06-11	https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A10DBEB948F3572A8%2540EANX-10DEF05888B48018%25402361492-10DEF05897D1BF70%25400	^^^	^^^	^^^	44	3	^^^	^^^	^^^	^^^	^^^	"Captain Ramsey in 32 Days from the Bay of Honduras, informs us, ..."	^^^	New-York Mercury	^^^	^^^	^^^	^^^	1753-06-11	https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX%26docref=image/v2%3A10DBEB948F3572A8%40EANX-10DEF05888B48018%402361492-10DEF05897D1BF70%400	^^^	^^^	^^^	44	3		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=New-York+Mercury&amp;rft.atitle=Copy+of+a+Letter+from+Capt.+M%27Namara%2C+of+the+Friendship%2C+Arrived+at+Falmouth%2C+from+the+Bay+of+Honduras%2C+Dated+Sept.+22&amp;rft.issue=16&amp;rft.pages=2&amp;rft.date=1752-11-27&amp;rft.au=anon.&amp;rft_id=https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A10DBEB948F3572A8%2540EANX-10DEF17F88D47F80%25402361296-10DEF17F95CF0DB8%25400&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ATimeline+of+piracy+in+the+Bay+of+Honduras	journal	article	^^^	Copy+of+a+Letter+from+Capt.+M%27Namara%2C+of+the+Friendship%2C+Arrived+at+Falmouth%2C+from+the+Bay+of+Honduras%2C+Dated+Sept.+22	^^^	New-York+Mercury	^^^	^^^	^^^	^^^	1752-11-27	https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A10DBEB948F3572A8%2540EANX-10DEF17F88D47F80%25402361296-10DEF17F95CF0DB8%25400	^^^	^^^	^^^	16	2	^^^	^^^	^^^	^^^	^^^	"Copy of a Letter from Capt. M’Namara, of the Friendship, Arrived at Falmouth, from the Bay of Honduras, Dated Sept. 22"	^^^	New-York Mercury	^^^	^^^	^^^	^^^	1752-11-27	https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX%26docref=image/v2%3A10DBEB948F3572A8%40EANX-10DEF17F88D47F80%402361296-10DEF17F95CF0DB8%400	^^^	^^^	^^^	16	2		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=New-York+Mercury&amp;rft.atitle=Last+Week+Captain+Edward+Morris+arrived+here+from+Rhode-Island%2C+...&amp;rft.issue=82&amp;rft.pages=3&amp;rft.date=1754-03-04&amp;rft.au=anon.&amp;rft_id=https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A10DBEB948F3572A8%2540EANX-10DEF18965C7F770%25402361758-10DEF1897A1EFB88%25400.&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ATimeline+of+piracy+in+the+Bay+of+Honduras	journal	article	^^^	Last+Week+Captain+Edward+Morris+arrived+here+from+Rhode-Island%2C+...	^^^	New-York+Mercury	^^^	^^^	^^^	^^^	1754-03-04	https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A10DBEB948F3572A8%2540EANX-10DEF18965C7F770%25402361758-10DEF1897A1EFB88%25400.	^^^	^^^	^^^	82	3	^^^	^^^	^^^	^^^	^^^	"Last Week Captain Edward Morris arrived here from Rhode-Island, ..."	^^^	New-York Mercury	^^^	^^^	^^^	^^^	1754-03-04	https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX%26docref=image/v2%3A10DBEB948F3572A8%40EANX-10DEF18965C7F770%402361758-10DEF1897A1EFB88%400.	^^^	^^^	^^^	82	3		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=New-York+Mercury&amp;rft.atitle=New-York%2C+August+13&amp;rft.issue=365&amp;rft.pages=3&amp;rft.date=1759-08-13&amp;rft.au=anon.&amp;rft_id=https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A10DBEB948F3572A8%2540EANX-10DEF0EBBAB85170%25402363746-10DEF0EBD68507A8%25400&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AGrace+Bank	journal	article	^^^	New-York%2C+August+13	^^^	New-York+Mercury	^^^	^^^	^^^	^^^	1759-08-13	https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A10DBEB948F3572A8%2540EANX-10DEF0EBBAB85170%25402363746-10DEF0EBD68507A8%25400	^^^	^^^	^^^	365	3	^^^	^^^	^^^	^^^	^^^	"New-York, August 13"	^^^	New-York Mercury	^^^	^^^	^^^	^^^	1759-08-13	https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX%26docref=image/v2%3A10DBEB948F3572A8%40EANX-10DEF0EBBAB85170%402363746-10DEF0EBD68507A8%400	^^^	^^^	^^^	365	3		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=New-York+Mercury&amp;rft.atitle=New-York%2C+October+1&amp;rft.issue=372&amp;rft.pages=3&amp;rft.date=1759-10-01&amp;rft.au=anon.&amp;rft_id=https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A10DBEB948F3572A8%2540EANX-10DEF0F9979A5BC0%25402363795-10DEF0F9AAC31520%25400&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AGrace+Bank	journal	article	^^^	New-York%2C+October+1	^^^	New-York+Mercury	^^^	^^^	^^^	^^^	1759-10-01	https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A10DBEB948F3572A8%2540EANX-10DEF0F9979A5BC0%25402363795-10DEF0F9AAC31520%25400	^^^	^^^	^^^	372	3	^^^	^^^	^^^	^^^	^^^	"New-York, October 1"	^^^	New-York Mercury	^^^	^^^	^^^	^^^	1759-10-01	https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX%26docref=image/v2%3A10DBEB948F3572A8%40EANX-10DEF0F9979A5BC0%402363795-10DEF0F9AAC31520%400	^^^	^^^	^^^	372	3		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=New-York+Weekly+Journal&amp;rft.atitle=BOSTON.+March+12&amp;rft.issue=279&amp;rft.pages=3&amp;rft.date=1739-04-16&amp;rft.au=anon.&amp;rft_id=https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A1036CD36DBC06A78%2540EANX-1062A46BC1374605%25402356322-1062A46BC56E094E%25400&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ATimeline+of+piracy+in+the+Bay+of+Honduras	journal	article	^^^	BOSTON.+March+12	^^^	New-York+Weekly+Journal	^^^	^^^	^^^	^^^	1739-04-16	https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A1036CD36DBC06A78%2540EANX-1062A46BC1374605%25402356322-1062A46BC56E094E%25400	^^^	^^^	^^^	279	3	^^^	^^^	^^^	^^^	^^^	BOSTON. March 12	^^^	New-York Weekly Journal	^^^	^^^	^^^	^^^	1739-04-16	https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX%26docref=image/v2%3A1036CD36DBC06A78%40EANX-1062A46BC1374605%402356322-1062A46BC56E094E%400	^^^	^^^	^^^	279	3		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=New-York+Weekly+Journal&amp;rft.atitle=Boston%2C+August+29&amp;rft.issue=205&amp;rft.pages=2&amp;rft.date=1737-10-10&amp;rft.au=anon.&amp;rft_id=https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A1036CD36DBC06A78%2540EANX-1062A42E26042FCE%25402355769-1062A42E2AB38052%25400&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ATimeline+of+piracy+in+the+Bay+of+Honduras	journal	article	^^^	Boston%2C+August+29	^^^	New-York+Weekly+Journal	^^^	^^^	^^^	^^^	1737-10-10	https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A1036CD36DBC06A78%2540EANX-1062A42E26042FCE%25402355769-1062A42E2AB38052%25400	^^^	^^^	^^^	205	2	^^^	^^^	^^^	^^^	^^^	"Boston, August 29"	^^^	New-York Weekly Journal	^^^	^^^	^^^	^^^	1737-10-10	https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX%26docref=image/v2%3A1036CD36DBC06A78%40EANX-1062A42E26042FCE%402355769-1062A42E2AB38052%400	^^^	^^^	^^^	205	2		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=New-York+Weekly+Journal&amp;rft.atitle=Boston%2C+December+15&amp;rft.issue=111&amp;rft.pages=3&amp;rft.date=1735-12-22&amp;rft.au=anon.&amp;rft_id=https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A1036CD36DBC06A78%2540EANX-1062A3DFCC933A6C%25402355111-1062A3DFD8DE88F1%25400&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ATimeline+of+piracy+in+the+Bay+of+Honduras	journal	article	^^^	Boston%2C+December+15	^^^	New-York+Weekly+Journal	^^^	^^^	^^^	^^^	1735-12-22	https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A1036CD36DBC06A78%2540EANX-1062A3DFCC933A6C%25402355111-1062A3DFD8DE88F1%25400	^^^	^^^	^^^	111	3	^^^	^^^	^^^	^^^	^^^	"Boston, December 15"	^^^	New-York Weekly Journal	^^^	^^^	^^^	^^^	1735-12-22	https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX%26docref=image/v2%3A1036CD36DBC06A78%40EANX-1062A3DFCC933A6C%402355111-1062A3DFD8DE88F1%400	^^^	^^^	^^^	111	3		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=New-York+Weekly+Journal&amp;rft.atitle=BOSTON%2C+October+14&amp;rft.issue=54&amp;rft.pages=3&amp;rft.date=1734-11-11&amp;rft.au=anon.&amp;rft_id=https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A1036CD36DBC06A78%2540EANX-1062A48EAB4E681E%25402354705-1062A48EAF784E32%25400&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ATimeline+of+piracy+in+the+Bay+of+Honduras	journal	article	^^^	BOSTON%2C+October+14	^^^	New-York+Weekly+Journal	^^^	^^^	^^^	^^^	1734-11-11	https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A1036CD36DBC06A78%2540EANX-1062A48EAB4E681E%25402354705-1062A48EAF784E32%25400	^^^	^^^	^^^	54	3	^^^	^^^	^^^	^^^	^^^	"BOSTON, October 14"	^^^	New-York Weekly Journal	^^^	^^^	^^^	^^^	1734-11-11	https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX%26docref=image/v2%3A1036CD36DBC06A78%40EANX-1062A48EAB4E681E%402354705-1062A48EAF784E32%400	^^^	^^^	^^^	54	3		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=New-York+Weekly+Journal&amp;rft.atitle=Boston%2C+September+12&amp;rft.issue=203&amp;rft.pages=3&amp;rft.date=1737-09-26&amp;rft.au=anon.&amp;rft_id=https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A1036CD36DBC06A78%2540EANX-1062A42C68C61774%25402355755-1062A42C72E29104%25400&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ATimeline+of+piracy+in+the+Bay+of+Honduras	journal	article	^^^	Boston%2C+September+12	^^^	New-York+Weekly+Journal	^^^	^^^	^^^	^^^	1737-09-26	https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A1036CD36DBC06A78%2540EANX-1062A42C68C61774%25402355755-1062A42C72E29104%25400	^^^	^^^	^^^	203	3	^^^	^^^	^^^	^^^	^^^	"Boston, September 12"	^^^	New-York Weekly Journal	^^^	^^^	^^^	^^^	1737-09-26	https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX%26docref=image/v2%3A1036CD36DBC06A78%40EANX-1062A42C68C61774%402355755-1062A42C72E29104%400	^^^	^^^	^^^	203	3		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=New-York+Weekly+Journal&amp;rft.atitle=New-York&amp;rft.issue=356&amp;rft.pages=3&amp;rft.date=1740-09-29&amp;rft.au=anon.&amp;rft_id=https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A1036CD36DBC06A78%2540EANX-1062A57E8E1AA72A%25402356854-1062A57E91A92D25%25400&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ATimeline+of+piracy+in+the+Bay+of+Honduras	journal	article	^^^	New-York	^^^	New-York+Weekly+Journal	^^^	^^^	^^^	^^^	1740-09-29	https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A1036CD36DBC06A78%2540EANX-1062A57E8E1AA72A%25402356854-1062A57E91A92D25%25400	^^^	^^^	^^^	356	3	^^^	^^^	^^^	^^^	^^^	New-York	^^^	New-York Weekly Journal	^^^	^^^	^^^	^^^	1740-09-29	https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX%26docref=image/v2%3A1036CD36DBC06A78%40EANX-1062A57E8E1AA72A%402356854-1062A57E91A92D25%400	^^^	^^^	^^^	356	3		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=New-York+Weekly+Journal&amp;rft.atitle=Newport%2C+Jan.+1734-5&amp;rft.issue=68&amp;rft.pages=4&amp;rft.date=1734-02-24&amp;rft.au=anon.&amp;rft_id=https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A1036CD36DBC06A78%2540EANX-1062A4990A846547%25402354445-1062A4990EFB9D06%25400&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ATimeline+of+piracy+in+the+Bay+of+Honduras	journal	article	^^^	Newport%2C+Jan.+1734-5	^^^	New-York+Weekly+Journal	^^^	^^^	^^^	^^^	1734-02-24	https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A1036CD36DBC06A78%2540EANX-1062A4990A846547%25402354445-1062A4990EFB9D06%25400	^^^	^^^	^^^	68	4	^^^	^^^	^^^	^^^	^^^	"Newport, Jan. 1734-5"	^^^	New-York Weekly Journal	^^^	^^^	^^^	^^^	1734-02-24	https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX%26docref=image/v2%3A1036CD36DBC06A78%40EANX-1062A4990A846547%402354445-1062A4990EFB9D06%400	^^^	^^^	^^^	68	4		
