Table 1
ID	COUNTRY	DISTRICT	POSTAL	CITY	STREET	EMAIL 0	EMAIL 1	TEL 0	TEL 1	REF 0	FORM	NAME STD 0	NAME STD 1	NAME 0	NAME 1	NAME 2	NAME STD	TYPE	OCLC	VIAF 0	VIAF 1	STD 0	STD 1	STD 2	LINK 0	LINK 1	LINK 2	LINK 3	AID 0	AID 1	AID 2	AID 3	SID 0	SID 1	SID 2	SID 3	SID 4	SID 5	SID 6	SID 7	SID 8	SID 9	SID 10	SID 11	SID 12	SID 13	SID 14	SID 15	SID 16	SID 17	SID 18	SID 19	SERIES 0	AID 4	AID 5	SERIES 1	AID 6	AID 7	AID 8	SERIES 2	AID 9	AID 10	SERIES 3	AID 11	AID 12	END		
mmm	Jamaica	Kingston	7	Kingston	12 E St	nljresearch@cwjamaica.com	eee	+18769671526	eee	mmm	mmm			National Library of Jamaica	eee	National Library of Jamaica		R	NLJDA	mmm	mmm	https://discovery.nationalarchives.gov.uk/details/a/A13532522	eee	eee	https://nlj.gov.jm	eee	eee	eee	"mmm, Catalog of the West India Reference Library, Millwood, 1980-1980, 6 vols, OCLC 866663688"	eee	eee	eee	247	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	Manuscripts	https://nlj.gov.jm/manuscripts-2/	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	Mexico	Distrito Federal	06300	Mexico	"Av Ricardo Flores Magón número 2, Col Guerrero, Alc Cuauhtémoc"	svaldesa@sre.gob.mx	dgahistorico@sre.gob.mx	+525536865100	eee	mmm	mmm			Acervo histórico diplomático	Secretaría de relaciones exteriores	Gobierno federal de México	Acervo histórico diplomático	R	eee	mmm	mmm	http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=54839	https://archivos.gob.mx/DirectorioArchivos/Cdmx.html	eee	https://portales.sre.gob.mx/acervo/?fbclid=IwAR3xj3svLutFLQGPlH6cenDltAgWkqm6oTbDHO7EPci2JPvAiHon1UQziKc	eee	eee	eee	"Mercedes de Vega & Hernández Vite, Archivo histórico Genaro Estrada : guía temática, Mexico, 1996-mmm, mmm vols, ISBN 9688105724, link https://acervo.sre.gob.mx/index.php/catalogos-electronicos?id=213"	"González Sánchez, Relaciones consulares y diplomáticas México-Belice, 1827-1943 ... : guías documentales, Mexico, 1988, 1 vol, OCLC 651196231"	"Rodríguez de Ita, Rodríguez Muñoz & Ugalde García, Guía del archivo de límites y ríos México-Belice 1723-1980, Mexico, 1994, 1 vol, OCLC 253548931, copy https://acervo.sre.gob.mx/index.php/catalogos-electronicos?id=213"	"Higuera Bonfil, Quintana Roo en el archivo histórico de la Secretaría de relaciones exteriories : guía documental, Chetumal, 1996, 1 vol, OCLC 947632463"	1	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	Mexico	Distrito Federal	15280	Mexico	"Av Eduardo Molina número 113, Col Penitenciaría, Alc Venustiano Carranza"	agn@segob.gob.mx	difusion@agn.gob.mx	+525551339900	eee	mmm	mmm			Archivo general de la nación	eee	Gobierno federal de México	Archivo general de la nación	R	eee	mmm	mmm	http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=48128	eee	eee	https://www.gob.mx/agn	https://datos.gob.mx/busca/dataset/registro-nacional-de-archivos-historicos	eee	eee	"mmm, Archivo general de la nación, México : guía general, Mexico, 1990, 1 vol, ISBN 9688055727, link https://archivos.gob.mx/GuiaGeneral/GuiaGeneral.html"	eee	eee	eee	69	71	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	"V Colecciones y documentos, 257 Historia"	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	Mexico	Quintana Roo	77010	Othon P Blanco	"C/ Manuel M. Dieguez s/n, entre calzada Veracruz y Salvador Alvarado, Col Adolfo López Mateos"	archivo@qroo.gob.mx	gabriel.caamalp@qroo.gob.mx	+529838350650	+529838325179	mmm	mmm			Archivo general del estado de Quintana Roo	Secretaría de gobierno	Gobierno del estado de Quintana Roo	Archivo general del estado de Quintana Roo	R	eee	mmm	mmm	http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=1251508	https://archivos.gob.mx/DirectorioArchivos/QuintanaRoo.html	eee	https://qroo.gob.mx/segob/age/	eee	eee	eee	"Jiménez Pérez & Interián Kú, Inventario del archivo general del estado de Quintana Roo, Mexico, 2008, 1 vol, OCLC 472510196, link https://www.adabi.org.mx/vufind/Record/adabi272625"	eee	eee	eee	425	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	Unidad de Archivo Histórico	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	Mexico	Yucatán	97000	Merida	"C/ 86 nº 499-B, Interior Hospital, O'Horán"	enrique.sosam@yucatan.gob.mx	eee	+529999282199	+529999283110	mmm	mmm			Archivo general del estado de Yucatán	eee	Gobierno del estado de Yucatán	Archivo general del estado de Yucatán	R	eee	mmm	mmm	https://archivos.gob.mx/DirectorioArchivos/Yucatan.html	eee	eee	http://www.archivogeneral.yucatan.gob.mx/secciones/guia-del-archivo	eee	eee	eee	"Canto Alcocer, Archivo general del estado de Yucatán : guía general del archivo histórico, Madrid, 1999, 1 vol, OCLC 50518924, link http://www.archivogeneral.yucatan.gob.mx/secciones/guia-del-archivo"	eee	eee	eee	81	427	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	Fondo Colonial	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	Mexico	Yucatán	97000	Merida	"C/ 58 nº 501, entre 61 y 63, a espaldas de la Catedral"	archivohistorico@arquiyuc.org.mx	eee	+529999276253	eee	mmm	mmm	AHAY		Archivo histórico de la arquidiócesis de Yucatán	Arquidiócesis de Yucatán	Catholic Church	Archivo histórico de la arquidiócesis de Yucatán	C	eee	mmm	mmm	http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=54691	eee	eee	http://archivohistoricoarquiyuc.org.mx	eee	eee	eee	"Cárdenas Angulo & Mendoza Alonzo, Inventario del archivo histórico del arzobispado de Yucatán, Mexico, 2014, 1 vol, OCLC mmm, link https://www.adabi.org.mx/vufind/Record/adabi272760"	eee	eee	eee	431	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	Mexico	Yucatán	97000	Merida	"C/ 56A nº 479A, Paseo de Montejo s/n"	jose.kantun@merida.gob.mx	eee	+529999208147	eee	mmm	mmm			Archivo histórico municipal de Mérida	eee	Ayuntamiento de Mérida	Archivo histórico municipal de Mérida	R	eee	312833726	147775782	https://archivos.gob.mx/DirectorioArchivos/Yucatan.html	eee	eee	https://merida.es/servicios-municipales/archivo-historico/	eee	eee	eee	eee	eee	eee	eee	mmm	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	Mexico	Quintana Roo	77500	Othon P Blanco	"C/ Justo Sierra no. 265, entre calles Francisco I Madero y José María Morales"	juanciro71@hotmail.com	tweety_amy@hotmail.com	+529832853990	eee	mmm	mmm			Archivo municipal de Chetumal	eee	H Ayuntamiento de Othón P Blanco		R	eee	mmm	mmm	https://archivos.gob.mx/DirectorioArchivos/QuintanaRoo.html	eee	eee	https://datos.gob.mx/busca/dataset/registro-nacional-de-archivos-historicos	eee	eee	eee	eee	eee	eee	eee	mmm	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	Mexico	Distrito Federal	04510	Mexico	"Circuito Centro Cultural, Ciudad Universitaria, Alc Coyoacán"	gestion-web@iib.unam.mx	fonres@unam.mx	+525556226827	+525556226999 ext 48712	mmm	mmm			Biblioteca nacional de México	Instituto de investigaciones bibliográficas	Universidad nacional autónoma de México		S	UNAMX	mmm	mmm	http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=54776	https://archivos.gob.mx/DirectorioArchivos/Cdmx.html	eee	https://bnm.iib.unam.mx	eee	eee	eee	eee	eee	eee	eee	93	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	Archivos y Manuscritos	https://bnm.iib.unam.mx/index.php/biblioteca-nacional-de-mexico/colecciones/fondo-reservado/archivos-y-manuscritos	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	Mexico	Yucatán	97000	Merida	"Calle 49 nº 498, entre 58 y 60"	bibliopeninsu@ciesas.edu.mx	monicabanuelos_ciesas@yahoo.com.mx	+529999234813	+529999303390	mmm	mmm			Biblioteca peninsular «Stella María González Cicero»	Unidad regional peninsular del Centro de investigaciones y estudios superiores en antropología social del Consejo nacional de ciencia y tecnología	Gobierno federal de México	Centro de investigaciones y estudios superiores en antropología social	R	MXCSA	mmm	mmm	http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=54813	eee	eee	https://biblioteca.ciesas.edu.mx/bibliotecas/	https://peninsular.ciesas.edu.mx	eee	eee	eee	eee	eee	eee	451	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	Mexico	Yucatán	97000	Merida	"Calle 60 nº 532, esquina con 65 y 67"	rosely.quijano@yucatan.gob.mx	faulo.sanchez@yucatan.gob.mx	+529999423800 ext 54021	+529999285816	mmm	mmm			Biblioteca yucatanense	Secretaría de la cultura y las artes	Gobierno del estado de Yucatán	Biblioteca yucatanense	R	eee	mmm	mmm	mmm	eee	eee	http://bibliotecavirtualdeyucatan.com.mx/biblioteca.php	https://tramites.yucatan.gob.mx/tramite/34771874	https://www.mexicoescultura.com/recinto/68307/biblioteca-yucatanense.html	eee	eee	eee	eee	eee	95	97	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	Mexico	Yucatán	97125	Merida	Calle 19 nº 94	centroculturalprohispen@gmail.com	karla.berron@prohispen.com	+529999446424	eee	mmm	mmm	PROHISPEN		Centro cultural ProHispen	eee	Patronato Pro Historia Peninsular de Yucatán		C	eee	mmm	mmm	https://archivos.gob.mx/DirectorioArchivos/Yucatan.html	eee	eee	http://prohispen.com	https://datos.gob.mx/busca/dataset/registro-nacional-de-archivos-historicos	eee	eee	eee	eee	eee	eee	mmm	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	Mexico	Yucatán	97000	Merida	"Calle 64 nº 518, entre 65 y 67"	patrimonio.icy@yucatan.gob.mx	eee	+529999285816	+529999231180	mmm	mmm			Centro de apoyo a la investigación histórica de Yucatán	Secretaría de la cultura y las artes	Gobierno del estado de Yucatán	Centro de apoyo a la investigación histórica de Yucatán	R	eee	mmm	mmm	http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=54859	eee	eee	eee	eee	eee	eee	"Ransom Carty, Guía y joyas de los archivos de Mérida, Mexico, 2005, 1 vol, OCLC 651208310"	eee	eee	eee	449	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	Mexico	Distrito Federal	04510	Mexico	"Circuito Centro Cultural, Ciudad Universitaria, Alc Coyoacán"	consultahnm@unam.mx	eee	+525556226818	eee	mmm	mmm			Hemeroteca nacional de México	Instituto de investigaciones bibliográficas	Universidad Nacional Autónoma de México		S	UNAMX	mmm	mmm	http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=54993	eee	eee	https://hnm.iib.unam.mx/index.php/hemeroteca-nacional-de-mexico	https://hndm.iib.unam.mx/index.php/es/	eee	eee	eee	eee	eee	eee	167	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	Fondo Reservado	https://hnm.iib.unam.mx/index.php/hemeroteca-nacional-de-mexico/colecciones/fondo-reservado	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	Netherlands	South Holland	2595 BE	The Hague	Prins Willem-Alexanderhof 5	esther.vangelder@kb.nl	eee	+31703140911	+31703140329	mmm	mmm			Koninklijke bibliotheek	eee	Koninklijke bibliotheek		R	KOB	mmm	mmm	mmm	eee	eee	https://www.kb.nl/en	eee	eee	eee	eee	eee	eee	eee	195	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	Collectie pamfletten	https://www.kb.nl/onderzoeken-vinden/bijzondere-collecties/pamfletten	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	Netherlands	South Holland	2595 BE	The Hague	Prins Willem-Alexanderhof 20	eee	eee	+31703315444	eee	mmm	mmm			Nationaal archief	eee	Rijksoverheid		R	NLNAB	mmm	mmm	https://www.archivesportaleurope.net/directory/-/dir/ai/code/NL-HaNA	https://proxy.archieven.nl/0/4A9E2B87B17D1949E053CA00A8C054B4	eee	https://www.nationaalarchief.nl/en	https://www.nationaalarchief.nl/en/research	eee	eee	eee	eee	eee	eee	219	221	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	"Inventaris van het archief van de Oude West-Indische Compagnie (Oude WIC), 1621-1674 (1711)"	https://www.nationaalarchief.nl/onderzoeken/archief/1.05.01.01	eee	eee	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	Netherlands	North Holland	1017 HL	Amsterdam	Vijzelstraat 32	stadsarchief@amsterdam.nl	eee	+31202511511	eee	mmm	mmm			Stadsarchief Amsterdam	eee	Gemeenteraad Amsterdam	Stadsarchief Amsterdam	R	eee	mmm	mmm	https://proxy.archieven.nl/0/4A9E2B87B1051949E053CA00A8C054B4	eee	eee	https://archief.amsterdam	https://archief.amsterdam/inventarissen	eee	eee	eee	eee	eee	eee	353	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	735 Inventaris van het Archief van de Firma Hope & Co. met verwante archiefvormers	https://archief.amsterdam/inventarissen/details/735/keywords/Hope%20en%20Co./withscans/0/start/0/limit/10/flimit/5	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	Spain	Sevilla	41071	Sevilla	"Edificio de la Cilla, C/ Santo Tomás, 5, Edificio de la Lonja, Av de la Constitución, 3"	agi1@cultura.gob.es	agi2@cultura.gob.es	+34954500528	eee	mmm	mmm			Archivo general de Indias	Ministerio de cultura y deporte	Gobierno de España	Archivo general de Indias	R	eee	mmm	mmm	http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=10	https://www.archivesportaleurope.net/directory/-/dir/ai/code/ES-41091-AGI10	eee	https://www.culturaydeporte.gob.es/cultura/areas/archivos/mc/archivos/agi/portada.html	eee	eee	eee	eee	eee	eee	eee	47	49	51	53	55	57	59	61	63	65	67	423	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	Spain	Madrid	28071	Madrid	"Palacio Real, C/ Bailén s/n"	agp@patrimonionacional.es	eee	+34914548735	+34914548700 ext 57591	mmm	mmm			Archivo general de palacio	"Patrimonio nacional del Ministerio de la presidencia, relaciones con las cortes y memoria democrática"	Gobierno de España	Archivo general de palacio	R	eee	mmm	mmm	http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=55804	https://www.archivesportaleurope.net/directory/-/dir/ai/code/ES-00000055804	eee	eee	eee	eee	eee	eee	eee	eee	eee	mmm	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
