Table 1
ID	OID	PRIM	COLLECTED	FORMAT	DATE	DATE	DESCRIPTION	TITLE	TITLE	PLACE	PUB	NAME	NOTE	URL	URL	END	
	S 1100	0	0	A	^^^	^^^	np np / Coverage of np—np	In the Shadow of the Empire - The Emergence of Afro-Creole Societies in Belize and Nicaragua	"np, np, np"	^^^	^^^	^^^	Previously Gabbert S or Gabbert 07 / xnp	http://dx.doi.org/10.18441/ind.v24i0.39-66	https://www.redalyc.org/articulo.oa?id=247016522003	###	
	S 1102	0	0	A	^^^	^^^	np np / Coverage of np—np	La construcción histórica de las Tierras Bajas Mayas del Sur por medio de mapas esquemáticos	"np, np, np"	^^^	^^^	^^^	Previously Aliphat or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5791774702	https://historiamexicana.colmex.mx/index.php/RHM/article/view/174	###	
	S 1104	0	0	A	^^^	^^^	np np / Coverage of np—np	Zambos y negros de La Taguzgalpa: actores claves en el contrabando centroamericano. 1642-1715	"np, np, np"	^^^	^^^	^^^	Previously Obando or xnp / xnp	https://revistas.unal.edu.co/index.php/ccaribe/article/view/60725	https://repositorio.unal.edu.co/handle/unal/66081	###	
	S 1106	0	0	A	^^^	^^^	np np / Coverage of np—np	The “Black Foreigner” in the Quintana Roo Territory (Mexico): Between Otherness and Sameness	"np, np, np"	^^^	^^^	^^^	Previously Cunin B or Cunin 17 / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/7040577256	https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_wiley_primary_10_1111_jlca_12249_JLCA12249	###	
	S 1108	0	0	A	^^^	^^^	np np / Coverage of np—np	Historia colonial del sur de la Ciudad de Belice. Espacios marginales y exclusión en el Caribe centroamericano	"np, np, np"	^^^	^^^	^^^	Previously Dominguez or xnp / xnp	https://doi.org/10.15517/aeca.v46i0.42285	https://doi.org/10.15517/aeca.v46i0.42285	###	
	S 1110	0	0	A	^^^	^^^	np np / Coverage of np—np	"“El más importante asunto internacional”: Belice, el Imperio británico y la política exterior guatemalteca en la posguerra (1945-1948)"	"np, np, np"	^^^	^^^	^^^	Previously Veliz or xnp / xnp	https://doi.org/10.15517/aeca.v46i0.42186	https://doi.org/10.15517/aeca.v46i0.42186	###	
	S 1112	0	0	A	^^^	^^^	np np / Coverage of np—np	Contribuyendo a la historia colonial de Belice: la presencia india en la Honduras Británica	"np, np, np"	^^^	^^^	^^^	Previously Veliz C or xnp / xnp	https://doi.org/10.15517/aeca.v46i0.45043	https://doi.org/10.15517/aeca.v46i0.45043	###	
	S 1114	1	0	A	^^^	^^^	np np / Coverage of xxx—xxx	Observations on the Endemic Diseases of British Honduras	"np, np, np"	^^^	^^^	^^^	Previously xxx or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5656747922	^^^	###	
	S 1116	1	0	A	^^^	^^^	np np / Coverage of xxx—xxx	"Extracts from a Report on Orange Walk, New River, as a Military Position for the Protection of British Interests in Honduras; with Notes and Experiences on Out-Post Duties in “the Bush”"	"np, np, np"	^^^	^^^	^^^	Previously xxx or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/4804943849	^^^	###	
	S 1280	0	0	A	^^^	^^^	np np / Coverage of np—np	"British rule in Central America, or A sketch of Mosquito history"	"np, np, np"	^^^	^^^	^^^	Previously xxx or xnp / xnp	^^^	https://hdl.handle.net/2027/uiuo.ark:/13960/t71v86569?urlappend=%3Bseq=381	###	
	S 40	0	0	M	^^^	^^^	1 items / Coverage of np—np	A History of Slavery & Emancipation in Belize	"np, np, np"	^^^	^^^	^^^	Previously Ferguson or xnp / xnp	^^^	https://ambergriscaye.com/photogallery/art/Slavery-and-Emancipation-in-Bz-by-ISCR-NICH.pdf	###	
	S 188	0	0	M	^^^	^^^	1 items / Coverage of np—np	ALEJANDRO JOSEPH DE GUELLE	"np, np, np"	^^^	^^^	^^^	Previously Antochiw or xnp / xnp	^^^	http://observatoriogeograficoamericalatina.org.mx/egal9/Geografiasocioeconomica/Geografiacultural/10.pdf	###	
	S 200	0	0	M	^^^	^^^	1 items / Coverage of np—np	A Plague of Ships	"np, np, np"	^^^	^^^	^^^	Previously Meide or xnp / xnp	^^^	https://www.ltrr.arizona.edu/webhome/cbaisan/Florida/A_Plague_of_Ships_Spanish_Ships_and_Ship.pdf	###	
	S 218	0	0	M	^^^	^^^	1 items / Coverage of np—np	A Brief History of the Bay Islands	"np, np, np"	^^^	^^^	^^^	Previously Evans or xnp / xnp	^^^	http://aboututila.com/UtilaInfo/Historical/David-Evans-Brief-History.htm	###	
	S 656	0	0	M	^^^	^^^	1 items / Coverage of np—np	Legal Opinion on Guatemala’s Territorial Claim to Belize	"np, np, np"	^^^	^^^	^^^	"Previously Lauterpacht or xnp / Further see [Belize, Angelus Press, 2002] Desc = 98 pages : illustrations, colour map ; 25 cm OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/50686978 / [Kingston & Miami, Ian Randle, 2007] Desc = xxxvii, 486 pages : illustrations, map ; 23 cm OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/173649700"	^^^	http://belizereferendum.gov.bz/files/Legal%20Opinion%202002%20English.pdf	###	
	S 1118	1	0	M	^^^	^^^	1 items / Coverage of 1980—1991	"Refugees in Belize, 1991, A Report to the UNHCR"	"np, np, np"	^^^	^^^	^^^	Previously Montgomery R or xnp / xnp	^^^	^^^	###	
	S 1120	0	0	M	^^^	^^^	1 items / Coverage of np—np	"25 Years of Human Rights In Belize: From Theory to Practice, A Work In Progress"	"np, np, np"	^^^	^^^	^^^	Previously Moore or xnp / xnp	^^^	http://www.uvm.edu/~gflomenh/courses/Belize-projects/articles/	###	
	S 0	1	0	P	^^^	^^^	xxx xxx / Coverage of xxx—xxx	xxx	"np, np, np"	^^^	^^^	^^^	"Previously Bel Met or xnp / By Meteorological Service / 1865 = Start of instrumental records by Govt ie Vicar of St John's Church / Jul 1866 = start of instrumental records by Surgeon of Public Hospital, Belize T /v Rushton 92"	^^^	^^^	###	
	S 2	1	0	P	^^^	^^^	6 vols / Coverage of 1854—1869	Votes of Assembly	"np, np, np"	^^^	^^^	^^^	"Previously Assy nn or Ass nn / Titles = *Votes of the first Legislative Assembly of British Honduras, in its five sessions, from 1854 to 1857, inclusive* / Possibly inc *Minutes of British Honduras Public Meeting and House of Assembly, 1853–1855* /v Bolland F 223 no 34 /v Bolland L 98 no 47 / Possibly inc *Votes of the Public Meeting at its Special Sitting in January 1853* [Belize, sn, 1853] /v Bolland F 223 no 56, 227 / Possibly inc *Votes of the Honourable House of Assembly, Sessions 1854–1859* /v Bolland L 97 no 33 /v Bolland F 219 no 12 / Possibly inc *A collection of the acts passed in the twenty-eighth and twenty-ninth years of the reign of Her Majesty Queen Victoria during the fifth session of the fourth General Assembly of British Honduras : 28th & 29th Victoriae, 1865* [Belize, Printed at the Colonist Office, 1865] OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/22444185"""	^^^	^^^	###	
	S 4	0	0	P	^^^	^^^	1 vols / Coverage of np—np	Trouble of the World: Slavery and Empire in the Age of Capital	"np, np, np"	^^^	^^^	^^^	Previously Sell or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1224369070	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/10.5149/9781469660479_sell.1	###	
	S 6	0	0	P	^^^	^^^	1 vols / Coverage of np—np	The British Navy in the Caribbean	"np, np, np"	^^^	^^^	^^^	Previously Grainger or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1224004723	https://doi-org.ezp-prod1.hul.harvard.edu/10.2307/j.ctv1850j2f	###	
	S 8	0	0	P	^^^	^^^	1 vols / Coverage of np—np	"Blood Waters: War, Disease and Race in the Eighteenth-Century British Caribbean"	"np, np, np"	^^^	^^^	^^^	"Previously Rogers or xnp / = vol 39 ser *Studies in early modern cultural, political and social history*"	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1252422112	https://doi-org.ezp-prod1.hul.harvard.edu/10.2307/j.ctv1q16rrn	###	
	S 10	0	0	P	^^^	^^^	1 vols / Coverage of np—np	"Suppressing Piracy in the Early Eighteenth Century: Pirates, Merchants and British Imperial Authority in the Atlantic and Indian Oceans"	"np, np, np"	^^^	^^^	^^^	Previously Wilson or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1237867246	https://doi-org.ezp-prod1.hul.harvard.edu/10.2307/j.ctv1850j4g	###	
	S 14	0	0	P	^^^	^^^	1 vols / Coverage of np—np	"Empire on Edge : The British Struggle for Order in Belize during Yucatan's Caste War, 1847—1901"	"np, np, np"	^^^	^^^	^^^	Previously Dutt or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1141019593	https://doi-org.ezp-prod1.hul.harvard.edu/10.1017/9781108642309	###	
	S 18	0	0	P	^^^	^^^	1 vols / Coverage of np—np	Invasiones de corsarios a la Honduras de Felipe IV (1633-1643)	"np, np, np"	^^^	^^^	^^^	Previously Cardona or Cardona Amaya / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1192967317	https://halshs.archives-ouvertes.fr/halshs-02540842/document	###	
	S 52	0	0	P	^^^	^^^	1 vols / Coverage of np—np	El niño in World History	"np, np, np"	^^^	^^^	^^^	Previously Grove or xnp / = vol xnp series *Palgrave studies in world environmental history*	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1015309737	^^^	###	
	S 62	0	0	P	^^^	^^^	1 vols / Coverage of np—np	"Legacies of Space and Intangible Heritage: Archaeology, Ethnohistory, and the Politics of Cultural Continuity in the Americas"	"np, np, np"	^^^	^^^	^^^	Previously Armstrong-Fumero or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/974947527	https://www-jstor-org.ezp-prod1.hul.harvard.edu/stable/j.ctt1mmfthq	###	
	S 88	0	0	P	^^^	^^^	1 vols / Coverage of np—np	"Pirate Nests and the Rise of the British Empire, 1570-1740"	"np, np, np"	^^^	^^^	^^^	Previously Hanna or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/892879332	https://muse-jhu-edu.ezp-prod1.hul.harvard.edu/book/44065/	###	
	S 122	0	0	P	^^^	^^^	1 vols / Coverage of np—np	"The Black Carib Wars : freedom, survival, and the making of the Garifuna"	"np, np, np"	^^^	^^^	^^^	Previously Taylor or xnp / Possibly 2 ed in 2012 eg OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/1109315793	http://gw.worldcat.org.proxygw.wrlc.org/oclc/808823181	http://id.lib.harvard.edu/alma/990132361730203941/catalog	###	
	S 124	0	0	P	^^^	^^^	1 vols / Coverage of np—np	Guerra y fiscalidad en la Iberoamérica colonial	"np, np, np"	^^^	^^^	^^^	Previously Alves or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/851473884	^^^	###	
	S 132	1	0	P	^^^	^^^	1 vols / Coverage of xxx—xxx	Piratas y contrabandistas de ambas Indias y estado presente de ellas (1693)	"np, np, np"	^^^	^^^	^^^	Previously Seyxas or xnp / = vol xnp series *Galicia exterior*	http://gw.worldcat.org.proxygw.wrlc.org/oclc/854725790	^^^	###	
	S 134	0	0	P	^^^	^^^	1 vols / Coverage of np—np	Maya Christians and Their Churches in Sixteenth-Century Belize	"np, np, np"	^^^	^^^	^^^	Previously Graham or xnp / = vol xnp series *Maya studies*	http://gw.worldcat.org.proxygw.wrlc.org/oclc/666240004	http://id.lib.harvard.edu/alma/990128813450203941/catalog	###	
	S 136	0	0	P	^^^	^^^	1 vols / Coverage of np—np	"Los pies de la República : los mayas peninsulares, 1550-1750"	"np, np, np"	^^^	^^^	^^^	"Previously xxx or Quezada / = vol xnp series *Historia de los pueblos indígenas de México* / 2 ed = [Merida, Secretaría de Educación del Gobierno del Estado de Yucatán, 2011] Desc = 136 pages ; 23 cm OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/796677890 / 2 ed = Quezada"	http://gw.worldcat.org.proxygw.wrlc.org/oclc/39695999	^^^	###	
	S 138	0	0	P	^^^	^^^	1 vols / Coverage of np—np	"Del arco y la flecha a las armas de fuego: Los indios mosquitos y la historia centroamericana, 1633–1786"	"np, np, np"	^^^	^^^	^^^	Previously Ibarra or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/757112879	^^^	###	
	S 146	0	0	P	^^^	^^^	1 vols / Coverage of np—np	Long War Against Piracy	"np, np, np"	^^^	^^^	^^^	Previously Wombwell or xnp / = vol 32 series *US Combat Studies Institute : Occasional paper*	http://gw.worldcat.org.proxygw.wrlc.org/oclc/957559046	https://www.hsdl.org/?view&did=23760	###	
	S 148	0	0	P	^^^	^^^	2 vols / Coverage of np—np	Pirates of the Americas	"np, np, np"	^^^	^^^	^^^	Previously Marley P or Marley Pir / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/681548480	^^^	###	
	S 150	0	0	P	^^^	^^^	1 vols / Coverage of np—np	"In the Eye of All Trade Bermuda, Bermudians, and the Maritime Atlantic World, 1680-1783"	"np, np, np"	^^^	^^^	^^^	Previously Jarvis or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/441211358	https://muse-jhu-edu.ezp-prod1.hul.harvard.edu/book/41104	###	
	S 156	0	0	P	^^^	^^^	1 vols / Coverage of np—np	Buccaneers of the Caribbean	"np, np, np"	^^^	^^^	^^^	Previously Latimer or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/261174550	https://doi-org.ezp-prod1.hul.harvard.edu/10.4159/9780674054172	###	
	S 158	0	0	P	^^^	^^^	1 vols / Coverage of np—np	Handbook of Natural Colorants	"np, np, np"	^^^	^^^	^^^	Previously Bechtold or xnp / = vol xnp series *Wiley series in renewable resources*	http://gw.worldcat.org.proxygw.wrlc.org/oclc/352829741%20/%20http://gw.worldcat.org.proxygw.wrlc.org/oclc/804541409	^^^	###	
	S 160	0	0	P	^^^	^^^	1 vols / Coverage of np—np	"The Black Middle: Africans, Mayas, and Spaniards in Colonial Yucatan"	"np, np, np"	^^^	^^^	^^^	"Previously Restall B or Restall, Black / xnp"	http://gw.worldcat.org.proxygw.wrlc.org/oclc/256533135	^^^	###	
	S 162	0	0	P	^^^	^^^	1 vols / Coverage of np—np	"Rebellion Now and Forever : Mayas, Hispanics, and Caste War Violence in Yucatan : 1800—1880"	"np, np, np"	^^^	^^^	^^^	Previously Rugeley or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/302414609	^^^	###	
	S 170	1	0	P	^^^	^^^	1 vols / Coverage of xxx—xxx	Slave Voyages ver 2.2.13	"np, np, np"	^^^	^^^	^^^	Previously Slave Voyages nn or xnp / Guide Link: https://www.slavevoyages.org/about/about#history/1/en/	http://gw.worldcat.org.proxygw.wrlc.org/oclc/43343703	https://www.slavevoyages.org	###	
	S 184	0	0	P	^^^	^^^	1 vols / Coverage of np—np	Diccionario histórico biográfico de Guatemala	"np, np, np"	^^^	^^^	^^^	Previously Guat DNB or Guatemala DNB / = vol xnp series *Enciclopedia Guatemala*	http://gw.worldcat.org.proxygw.wrlc.org/oclc/58734025	http://www.fundacionhcg.org/libros/dhbg/%20	###	
	S 186	0	0	P	^^^	^^^	1 vols / Coverage of np—np	"Belice : textos de su historia, 1670-1981"	"np, np, np"	^^^	^^^	^^^	Previously Toussaint or xnp / = vol xnp series *Historia internacional*	http://gw.worldcat.org.proxygw.wrlc.org/oclc/57168104	https://books.openedition.org/cemca/319?format=toc	###	
	S 194	1	0	P	^^^	^^^	2 vols / Coverage of 958—1900	Desastres agrícolas en México : catálogo histórico	"np, np, np"	^^^	^^^	^^^	"Previously Garcia or xnp / Desc v 1 = 506 p. ; 30 cm / Desc v 2 = 280 p. : il. ; 29 cm / v 1 by V. García Acosta, J. M. Pérez Zevallos, A. Molina del Villar / v 2 by A. Escobar Ohmstede"	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1257464879%20/%20http://gw.worldcat.org.proxygw.wrlc.org/oclc/956131117	^^^	###	
	S 202	0	0	P	^^^	^^^	1 vols / Coverage of np—np	Salt: White Gold of the Ancient Maya	"np, np, np"	^^^	^^^	^^^	Previously McKillop or xnp / = vol xnp series *Maya studies*	http://gw.worldcat.org.proxygw.wrlc.org/oclc/48893025	https://muse-jhu-edu.ezp-prod1.hul.harvard.edu/book/17816	###	
	S 206	0	0	P	^^^	^^^	1 vols / Coverage of np—np	"La conquista inconclusa de Yucatán : los mayas de la montaña, 1560-1680"	"np, np, np"	^^^	^^^	^^^	Previously Bracamonte or xnp / = vol xnp series *Colección Peninsular : serie estudios*	http://gw.worldcat.org.proxygw.wrlc.org/oclc/49212854	^^^	###	
	S 208	0	0	P	^^^	^^^	1 vols / Coverage of np—np	"Patterns of pillage : a geography of Caribbean-based piracy in Spanish America, 1536-1718"	"np, np, np"	^^^	^^^	^^^	"Previously Galvin P or Galvin, Patterns / = vol 5 series *American University Studies : Series XXV : Geography*"	http://gw.worldcat.org.proxygw.wrlc.org/oclc/253500058%20/%20http://gw.worldcat.org.proxygw.wrlc.org/oclc/925352018	^^^	###	
	S 210	1	0	P	^^^	^^^	1 vols / Coverage of xxx—xxx	Maya wars : ethnographic accounts from nineteenth-century Yucatàn	"np, np, np"	^^^	^^^	^^^	Previously Rugeley W or Rugeley Wars / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/46472228	^^^	###	
	S 220	0	0	P	^^^	^^^	1 vols / Coverage of np—np	Pillaging the Empire	"np, np, np"	^^^	^^^	^^^	Previously Lane or xnp / = vol xnp series *Latin American realities*	http://gw.worldcat.org.proxygw.wrlc.org/oclc/37903443	^^^	###	
	S 222	0	0	P	^^^	^^^	1 vols / Coverage of np—np	Wars of the Americas	"np, np, np"	^^^	^^^	^^^	Previously Marley or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/39024726	^^^	###	
	S 224	0	0	P	^^^	^^^	1 vols / Coverage of np—np	Conquest of the Last Maya Kingdom	"np, np, np"	^^^	^^^	^^^	Previously Jones C or Jones 2 / Jones 98 / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/38747674	https://hdl-handle-net.ezp-prod1.hul.harvard.edu/2027/heb.03515	###	
	S 226	0	0	P	^^^	^^^	1 vols / Coverage of np—np	Household ecology : economic change and domestic life among the Kekchi Maya in Belize	"np, np, np"	^^^	^^^	^^^	"Previously Wilk or xnp / 2 ed = [DeKalb, Northern Illinois University Press, 1997] Desc = xxxii, 280 pages : illustrations ; 23 cm OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/37625555"	http://gw.worldcat.org.proxygw.wrlc.org/oclc/555726688	^^^	###	
	S 230	0	0	P	^^^	^^^	3 vols / Coverage of np—np	The Cambridge History of the Native Peoples of the Americas	"np, np, np"	^^^	^^^	^^^	Previously Adams or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/33359444	https://www-cambridge-org.ezp-prod1.hul.harvard.edu/core/series/cambridge-history-of-the-native-peoples-of-the-americas/4C505D0578405CDB65145628352F3B82	###	
	S 242	0	0	P	^^^	^^^	1 vols / Coverage of np—np	Las sociedades del Atlántico de Nicaragua en los siglos XVII y XVIII	"np, np, np"	^^^	^^^	^^^	Previously Romero or xnp / = vol xnp series *Colección cultural Banco Nicaragüense : serie histórica*	http://gw.worldcat.org.proxygw.wrlc.org/oclc/33396908	^^^	###	
	S 250	0	0	P	^^^	^^^	1 vols / Coverage of np—np	"Providence Island, 1630-1641: the other Puritan colony"	"np, np, np"	^^^	^^^	^^^	Previously Kupperman or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/34255034	https://hdl-handle-net.ezp-prod1.hul.harvard.edu/2027/heb.00270	###	
	S 252	0	0	P	^^^	^^^	1 vols / Coverage of np—np	Belice: una historia olvidada	"np, np, np"	^^^	^^^	^^^	Previously Ribot or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/949649664	https://books.openedition.org/cemca/319	###	
	S 284	0	0	P	^^^	^^^	1 vols / Coverage of np—np	Maya Resistance to Spanish Rule	"np, np, np"	^^^	^^^	^^^	Previously Jones or Jones 1 / Jones 89 / See list of frays mentioned in Jones xxx in Graham 314–322	http://gw.worldcat.org.proxygw.wrlc.org/oclc/20012099	^^^	###	
	S 288	0	0	P	^^^	^^^	1 vols / Coverage of np—np	"Die Mosquitoküste im Spannungsfeld britischer und spanischer Politik, 1502-1821"	"np, np, np"	^^^	^^^	^^^	Previously Potthast or xnp / xnp	http://id.lib.harvard.edu/alma/990014572990203941/catalog	^^^	###	
	S 304	0	0	P	^^^	^^^	1 vols / Coverage of np—np	The Economy of British America 1607–1789	"np, np, np"	^^^	^^^	^^^	Previously McCusker E or xnp / = vol xnp series *Needs and opportunities for study series*	http://gw.worldcat.org.proxygw.wrlc.org/oclc/12428642	^^^	###	
	S 308	1	0	P	^^^	^^^	1 vols / Coverage of xxx—xxx	"The Rich Papers: Letters from Bermuda, 1615 – 1646"	"np, np, np"	^^^	^^^	^^^	Previously Vernon L or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/11541841	^^^	###	
	S 310	0	0	P	^^^	^^^	1 vols / Coverage of np—np	A Dictionary of Weights and Measures for the British Isles: The Middle Ages to the Twentieth Century	"np, np, np"	^^^	^^^	^^^	Previously xxx or xnp / = vol 168 series *Memoirs of the American Philosophical Society*	http://gw.worldcat.org.proxygw.wrlc.org/oclc/13643353	^^^	###	
	S 312	0	0	P	^^^	^^^	1 vols / Coverage of np—np	Maya salt production and trade	"np, np, np"	^^^	^^^	^^^	Previously Andrews or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/9827682	https://archive.org/details/mayasaltproducti0000andr	###	
	S 318	0	0	P	^^^	^^^	1 vols / Coverage of np—np	Testing the chains: resistance to slavery in the British West Indies	"np, np, np"	^^^	^^^	^^^	Previously Craton or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/8765752	https://hdl-handle-net.ezp-prod1.hul.harvard.edu/2027/heb.04568	###	
	S 324	0	0	P	^^^	^^^	1 vols / Coverage of np—np	The Southeast Frontier of New Spain	"np, np, np"	^^^	^^^	^^^	Previously Gerhard or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/4529742	^^^	###	
	S 328	0	0	P	^^^	^^^	1 vols / Coverage of np—np	"Money and exchange in Europe and America, 1600-1775: a handbook"	"np, np, np"	^^^	^^^	^^^	Previously McCusker or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/2614444	^^^	###	
	S 330	0	0	P	^^^	^^^	1 vols / Coverage of np—np	Formation of a Colonial Society	"np, np, np"	^^^	^^^	^^^	Previously Bolland F or Bolland 2 / = vol xnp series *Johns Hopkins studies in Atlantic history and culture* / Though see xxx thesis for University of Hull in 1975 OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/500387462	http://gw.worldcat.org.proxygw.wrlc.org/oclc/2614187	https://archive.org/details/formationofcolon0000boll	###	
	S 332	0	0	P	^^^	^^^	1 vols / Coverage of np—np	A History of the Catholic Church in Belize	"np, np, np"	^^^	^^^	^^^	Previously Buhler or xnp / = vol 4 series *Belize Institute of Social Research and Action Occasional publications*	http://gw.worldcat.org.proxygw.wrlc.org/oclc/3891963	^^^	###	
	S 340	0	0	P	^^^	^^^	1 vols / Coverage of np—np	Land in Belize 1765—1871	"np, np, np"	^^^	^^^	^^^	Previously Bolland L or Bolland 1 / = vol 6 series *Law and society in the Caribbean*	http://gw.worldcat.org.proxygw.wrlc.org/oclc/3369638	^^^	###	
	S 352	0	0	P	^^^	^^^	1 vols / Coverage of np—np	"Historical Geography of the Bay Islands, Honduras: Anglo-Hispanic Conflic in the Western Caribbean"	"np, np, np"	^^^	^^^	^^^	Previously Davidson or xnp / Though see PhD thesis for University of Wisconsin in 1972 OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/760346066	http://gw.worldcat.org.proxygw.wrlc.org/oclc/760596084	^^^	###	
	S 356	0	0	P	^^^	^^^	1 vols / Coverage of np—np	"Spanish Central America: A Socioeconomic History, 1520–1720"	"np, np, np"	^^^	^^^	^^^	Previously MacLeod or xnp / = vol 119 series *Campus*	http://gw.worldcat.org.proxygw.wrlc.org/oclc/762163	https://muse-jhu-edu.ezp-prod1.hul.harvard.edu/book/45035	###	
	S 358	0	0	P	^^^	^^^	1 vols / Coverage of np—np	A History of Belize	"np, np, np"	^^^	^^^	^^^	Previously Dobson or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/795980	^^^	###	
	S 360	0	0	P	^^^	^^^	1 vols / Coverage of np—np	"No peace beyond the line; the English in the Caribbean, 1624-1690"	"np, np, np"	^^^	^^^	^^^	Previously Bridenbaugh or xnp / See pp 341–342 for Log data /v Joseph C 70 fn 26	http://gw.worldcat.org.proxygw.wrlc.org/oclc/303566	^^^	###	
	S 362	0	0	P	^^^	^^^	1 vols / Coverage of np—np	The Dutch in the Caribbean	"np, np, np"	^^^	^^^	^^^	"Previously Goslinga or xnp / = vol 12 series *Anjerpublikaties* / Further see [Gainesville, University of Florida Press, 1971] OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/611424264"	http://gw.worldcat.org.proxygw.wrlc.org/oclc/186239	^^^	###	
	S 364	0	0	P	^^^	^^^	1 vols / Coverage of np—np	Gunboat Diplomacy: Political Applications of Limited Naval Force	"np, np, np"	^^^	^^^	^^^	"Previously Cable or xnp / = vol 16 series *Studies in international security* / Expanded Editions in 1981, 1994"	http://gw.worldcat.org.proxygw.wrlc.org/oclc/217150	^^^	###	
	S 368	1	0	P	^^^	^^^	1 vols / Coverage of xxx—xxx	A Refugee of the War of the Castes Makes Belize His Home: The Memoirs of J. M. Rosado	"np, np, np"	^^^	^^^	^^^	Previously Rosado or xnp / = vol 2 series *Belize Institute of Social Research and Action Occasional publications* / Printed 1970–1979 / Extract in Rugeley W cap 15	http://gw.worldcat.org.proxygw.wrlc.org/oclc/6195539	^^^	###	
	S 378	0	0	P	^^^	^^^	1 vols / Coverage of np—np	British Honduras	"np, np, np"	^^^	^^^	^^^	Previously Gregg or xnp / = Command paper ? or Col Rep ? eg OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/1078818302 or OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/60231655	http://gw.worldcat.org.proxygw.wrlc.org/oclc/18923	^^^	###	
	S 382	0	0	P	^^^	^^^	1 vols / Coverage of np—np	The Caste War in Yucatan	"np, np, np"	^^^	^^^	^^^	Previously Reed or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1097757236	^^^	###	
	S 384	0	0	P	^^^	^^^	1 vols / Coverage of np—np	A Palmerstonian Diplomat in Central America: Frederick Chatfield	"np, np, np"	^^^	^^^	^^^	Previously Rodriguez or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/22702768	^^^	###	
	S 390	1	0	P	^^^	^^^	6 vols / Coverage of xxx—1958	The Laws of British Honduras	"np, np, np"	^^^	^^^	^^^	Previously Laws 1958 or xnp / Revised Edition	http://gw.worldcat.org.proxygw.wrlc.org/oclc/426218332	^^^	###	
	S 396	0	0	P	^^^	^^^	1 vols / Coverage of np—np	The Political Geography of the Yucatan Maya	"np, np, np"	^^^	^^^	^^^	Previously Roys or Roys 2 / = vol 613 series *Carnegie Institution of Washington publication*	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1851713	https://hdl.handle.net/2027/uva.x000422247	###	
