Series S 0—960 / Primary and secondary sources which are not deposited series or collections.
ID	NO	PRIM	COLL	TYPE	ALT ID	CITED	PERIOD	PERIOD	SIZE	UNITS	ITEM	REPOSITORY	CITY	COUNTRY	IMPRINT	CITY	COUNTRY	FIRST PUB	LAST PUB	AUTHORS	EDITORS	JOURNAL	V	I	VIA	NOTE	LINK	END	
S 956	956	1	0	P	Laet a	xxx	xxx	xxx	1	vols	"Nieuwe Wereldt ofte Beschrijvinghe van West-Indien, uit veelerhande Schriften ende Aen-teekeningen van verscheyden Natien"	np	np	np	xxx	Leiden	Netherlands	1625	np	xnp	xnp	np	np	np	xnp	xnp	"https://link.gale.com/apps/doc/U0100111972/MOME?u=camb55135&sid=MOME&xid=0893590d / Latin translation: file:///Users/angelnavidad/Downloads/Novus_orbis,_seu_descriptio_In.pdf / Spanish translation: https://hdl.handle.net/2027/txu.059173017954270"	###	
S 220	220	0	0	P	Lane	2	np	np	1	vols	Pillaging the Empire	np	np	np	xxx	New York	USA	1998	np	K. E. Lane	xnp	np	np	np	xnp	xnp	file:///Users/angelnavidad/Downloads/9781315722269.pdf	###	
S 246	246	0	0	A	Lang	9	np	np	np	np	"The Armada de Barlovento, fleet despatch and transport of Mercury to Mexico, 1637-1738"	np	np	np	np	np	np	1994	np	M. F. Lang	np	Revista de Indias	54	202	xnp	xnp	http://search.proquest.com.ezp-prod1.hul.harvard.edu/scholarly-journals/armada-de-barlovento-fleet-despatch-transport/docview/1300744584/se-2?accountid=11311	###	
S 644	644	0	0	P	Laporte	1	np	np	1	vols	"XX Simposio de Invetigaciones Arqueológicas en Guatemala, 2006"	np	np	np	xxx	Guatemala	Guatemala	2007	np	xnp	"J. P. Laporte, B. Arroyo, H. Mejía"	np	np	np	xnp	xnp	Cap 4: file:///Users/angelnavidad/Downloads/04_-_Caso.06_-_www.pdf	###	
S 156	156	0	0	P	Latimer	xon	np	np	1	vols	Buccaneers of the Caribbean	np	np	np	xxx	Cambridge	USA	2009	np	J. Latimer	xnp	np	np	np	xnp	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.4159/9780674054172 	###	
S 656	656	0	0	MS	Lauterpacht	1	np	np	1	items	Legal Opinion on Guatemala’s Territorial Claim to Belize	np	np	np	np	np	np	2001	np	"E. Lauterpacht, S. Schwebel, S. Rosenne, F. Orrego Vicuña"	np	np	np	np	xnp	xnp	http://belizereferendum.gov.bz/files/Legal%20Opinion%202002%20English.pdf	###	
S 824	824	1	0	P	Laws 1857	3	1765	1857	1	vols	The laws of the settlement of British Honduras in force in the twentieth year of the reign of Her Majesty Queen Victoria	np	np	np	xxx	Belize	Belize	1857	np	xnp	xnp	np	np	np	Burdon 1	xnp	xnp	###	
S 504	504	1	0	P	Laws 1881	3	xxx	1881	1	vols	Laws of British Honduras in force on 31 Dec. 1881	np	np	np	xxx	xxx	xxx	1882	np	xnp	xnp	np	np	np	Bolland 75 269	xnp	xnp	###	
S 492	492	1	0	P	Laws 1887	0	xxx	1887	1	vols	Consolidated laws of the colony of British Honduras	np	np	np	xxx	London	UK	1887	np	xnp	W. M. Goodman	np	np	np	xnp	xnp	https://www.google.com/books/edition/Consolidated_Laws_of_the_Colony_of_Briti/FI5CAQAAMAAJ?hl=en	###	
S 454	454	1	0	P	Laws 1914	0	xxx	1914	2	vols	The revised edition of the Consolidated laws of British Honduras	np	np	np	xxx	London	UK	1914	xxx	xnp	W. S. Shaw	np	np	np	xnp	xnp	xnp	###	
S 442	442	1	0	P	Laws 1924	0	xxx	1924	2	vols	The New Edition of the Consolidated Laws of British Honduras	np	np	np	xxx	London	UK	1924	xxx	xnp	C. B. Francis	np	np	np	xnp	xnp	HathiTrust v 1: https://hdl.handle.net/2027/mdp.35112101939298 / Google v 2: https://www.google.com/books/edition/The_New_Edition_of_the_Consolidated_Laws/o6kpAQAAMAAJ?hl=en&gbpv=0	###	
S 390	390	1	0	P	Laws 1958	0	xxx	1958	6	vols	The Laws of British Honduras	np	np	np	xxx	London	UK	1960	xxx	xnp	C. G. X. Henriques	np	np	np	xnp	xnp	v 4: https://www.google.com/books/edition/The_Laws_of_British_Honduras_in_Force_on/v5QpAQAAMAAJ?hl=en&gbpv=1&dq=inauthor:%22British+Honduras%22&printsec=frontcover	###	
S 176	176	0	0	A	Leeson	xon	np	np	np	np	An‐arrgh‐chy: The Law and Economics of Pirate Organization	np	np	np	np	np	np	2007	np	P. T. Leeson	np	Journal of Political Economy	115	6	xnp	xnp	xxx	###	
S 630	630	0	0	A	Lentz	1	np	np	np	np	"Black Belizeans and Fugitive Mayas: Interracial Encounters on the Edge of Empire, 1750–1803"	np	np	np	np	np	np	2014	np	M. W. Lentz	np	Americas	70	4	xnp	xnp	https://hollis.harvard.edu/primo-explore/fulldisplay?docid=TN_cdi_projectmuse_journals_547191_S153362471440001X&context=PC&vid=HVD2&search_scope=everything&tab=everything&lang=en_US	###	
S xxx	xxx	0	0	T	Lepe	xon	np	np	np	np	"La reducción de los incidentes en la zona de adyacencia Belice-Guatemala, comparación del año 2003 con el año 2008, que indica los avances alcanzados del Acuerdo para Fomentar la Confianza suscrito entre ambos países"	np	np	np	U de San Carlos	Guatemala	Guatemala	2013	np	N. D. Lepe López	np	np	np	np	xnp	xnp	http://biblioteca.usac.edu.gt/tesis/28/28_0629.pdf 	###	
S 638	638	0	0	A	Lester	2	np	np	np	np	Personifying colonial governance: George Arthur and the transition from humanitarian to development discourse	np	np	np	np	np	np	2012	np	A. Lester	np	Annals of the Association of American Geographers	102	xnp	xnp	xnp	xxx	###	
S 580	580	1	0	P	Lon 24	7	1814	1824	1	vols	"The defence, &c. &c."	np	np	np	xxx	London	UK	1824	np	xnp	xnp	np	np	np	Gale / Slavery and Anti-Slavery	"= Defence of the settlers of Honduras, Printed by A. J. Valpy"	https://link.gale.com/apps/doc/DS0103730001/SAS?u=camb55135&sid=SAS&xid=1ede003f	###	
S 616	616	1	0	P	Lon 29	0	1725	1729	1	vols	Observations on the conduct of Great-Britain : with regard to the negociations and other transactions abroad	np	np	np	xxx	London	UK	1729	np	xnp	xnp	np	np	np	Gale / Sabin Americana	Printed and sold by J. Roberts	https://link.gale.com/apps/doc/U0100653813/MOME?u=camb55135&sid=MOME&xid=1322953b	###	
S 618	618	1	0	P	Lon 32	0	xxx	xxx	1	vols	"The history and lives of all the most notorious pirates, and their crews : from Capt. Avery, who first settled at Madagascar, to Capt. John Gow, and James Williams, his lieutenant, &c. who were hanged at Execution Dock, June 11, 1725, for piracy and murther ... to which is prefixed, An abstract of the laws against piracy"	np	np	np	xxx	London	UK	1725	np	xnp	xnp	np	np	np	Gale / Sabin Americana	"Printed for Edward Midwinter, at the Looking-Glass on London-Bridge"	https://link.gale.com/apps/doc/CB0129383093/ECCO?u=camb55135&sid=ECCO&xid=9f5c40df	###	
S 622	622	1	0	P	Lon 43	1	xxx	xxx	1	vols	"Certaine inducements to well minded people, who are heere straitned in their estates or otherwise or such as are willing out of noble and pub[l]ique principles, to tran[s]port themselves, or servants, or agents for them into the West-Indies, for the propagating the Gospell, and increase of trade."	np	np	np	xxx	London	UK	1643	np	xnp	xnp	np	np	np	ProQuest / Early English Books Online	xnp	http://search.proquest.com.ezp-prod1.hul.harvard.edu/books/certaine-inducements-well-minded-people-who-are/docview/2248561152/se-2?accountid=11311	###	
S 604	604	1	0	P	Lon 62	0	xxx	xxx	3	vols	"The American gazetteer : containing a distinct account of all the parts of the New world : their situation, climate, soil, produce, former and present condition : commodities, manufactures, and commerce : together with an accurate account of the cities, towns, ports, bays, rivers, lakes, mountains, passes, and fortifications ..."	np	np	np	xxx	London	UK	1762	1762	xnp	xnp	np	np	np	Gale / Sabin Americana	Printed for A. Millar [etc.]	Gale/Sabin Americana v1: https://link.gale.com/apps/doc/CY0103933433/SABN?u=camb55135&sid=SABN&xid=1c2f0c88 / Gale/Sabin Americana v2: https://link.gale.com/apps/doc/CY0103933762/SABN?u=camb55135&sid=SABN&xid=919c328b  / Gale/Sabin Americana v3: https://link.gale.com/apps/doc/CY0103934111/SABN?u=camb55135&sid=SABN&xid=0aef762d	###	
S 594	594	1	0	P	Lon 79	0	1763	1779	1	vols	"A Full answer to the King of Spain's last manifesto, respecting the bay of Honduras, and the Mosquito shore : in which all the accusations brought against the subjects of Great Britain settled in the bay of Honduras : and against the ancient British settlement in the free and independent dominions of the Mosquito shore : are candidly stated and refuted : and the importance of the Mosquito shore to Great Britain, delineated and ascertained ..."	np	np	np	xxx	London	UK	1779	np	xnp	xnp	np	np	np	Gale / Sabin Americana	Printed for T. Cadell	https://link.gale.com/apps/doc/CY0100038323/SABN?u=camb55135&sid=SABN&xid=46610deb	###	
S 590	590	1	0	P	Lon 90 Narrative	0	1790	1790	1	vols	"A narrative of the negotiations occasioned by the dispute between England and Spain, in the year 1790"	np	np	np	xxx	London	UK	1790	np	xnp	xnp	np	np	np	Gale / Sabin Americana	xnp	https://link.gale.com/apps/doc/CY0102254917/SABN?u=camb55135&sid=SABN&xid=5592a75c	###	
S 940	940	1	0	S	Lon G	1	1665	2021	xxx	issues	London Gazette	np	np	np	xxx	London	UK	1665	2021	np	np	np	np	np	xnp	Titles = The Oxford Gazette / The London Gazette / Published in Oxford 1665–xxx	xnp	###	
S 596	596	1	0	P	Long	47	xxx	xxx	3	vols	History of Jamaica	np	np	np	xxx	London	UK	1774	1774	E. Long	xnp	np	np	np	xnp	"Author-annotated volumes in BL Add MS 12404–12406 /Knight, Hist xvii n8"	xxx	###	
S 478	478	1	0	P	Lopez	5	xxx	xxx	2	vols	Geografía y descripción universal de las Indias	np	np	np	xxx	Madrid	Spain	1894	1894	xnp	xnp	np	np	np	xnp	xnp	Google v 1: https://www.google.com/books/edition/Geograf%C3%ADa_y_descripción_universal_de_l/inYoAQAAIAAJ?hl=en  / Google v 2: https://www.google.com/books/edition/Geograf%C3%ADa_y_descripción_universal_de_l/SzxCAAAAIAAJ?hl=en	###	
S xxx	xxx	0	0	P	Lovejoy	xon	np	np	1	vols	Identity in the shadow of slavery	np	np	np	Continuum	London	UK	2000	np	xnp	P. E. Lovejoy	np	np	np	Anderson 07 235 fn 69	xnp	file:///Users/angelnavidad/Downloads/Identity_in_the_Shadow_of_Slavery.pdf 	###	
S xxx	xxx	0	0	P	Lujan	xon	np	np	6	vols	Historia General de Guatemala	np	np	np	"Asociación de Amigos del País, Fundación para la Cultura y el Desarollo"	Guatemala	Guatemala	1993	1999	xnp	J. Luján Muñoz	np	np	np	Caso 99	"See vol 3 cap xxx ""Presencia inglesa en el Reino de Guatemala"" /v Caso 92 fn 41"	v 2: http://fundacionhcg.org/libros/lq/tomoii/#p=1 / v 3: http://fundacionhcg.org/libros/lq/tomoiii/	###	
S xxx	xxx	0	0	T	Lujan B	xon	np	np	np	np	LA NULIDAD IPSO IURE DE LA SENTENCIA DE LA CORTE DE CONSTITUCIONALIDAD SOBRE EL RECONOCIMIENTO QUE HIZO EL PRESIDENTE JORGE SERRANO ELÍAS A BELICE COMO ESTADO INDEPENDIENTE 	np	np	np	U de San Carlos	Guatemala	Guatemala	2006	np	M. M. F. Lujan Barrientos	np	np	np	np	xnp	xnp	http://biblioteca.usac.edu.gt/tesis/04/04_6282.pdf	###	
S xxx	xxx	0	0	P	Lujan M	0	np	np	1	vols	Inicios del dominio español en Indias	np	np	np	U de San Carlos	Guatemala	Guatemala	1968	np	J. Luján Muñoz	np	np	np	np	Lujan 2 142	xnp	xxx	###	
S 356	356	0	0	P	MacLeod	9	np	np	1	vols	"Spanish Central America: A Socioeconomic History, 1520–1720"	np	np	np	U of California Press	Berkeley	USA	1973	np	M. J. MacLeod	xnp	np	np	np	xnp	xnp	https://muse-jhu-edu.ezp-prod1.hul.harvard.edu/book/45035	###	
S xxx	xxx	0	0	P	Macpherson	0	np	np	1	vols	"From Colony to Nation: Women Activists and the Gendering of Politics in Belize, 1912-1982"	np	np	np	U of Nebraska Press	Lincoln	USA	2007	np	A. S. Macpherson	np	np	np	np	Goldthree 154 fn 193	xnp	https://hollis.harvard.edu/permalink/f/1s5nto6/01HVD_ALMA512222071960003941	###	
S 608	608	1	0	P	MacSparran	0	xxx	xxx	1	vols	"America dissected : being a full and true account of all the American colonies : shewing, the intemperance of the climates : excessive heat and cold ... badness of money : danger from enemies : but, above all, the danger to the souls of the poor people that remove thither, from the multifarious wicked and pestilent heresies that prevail in those parts : in several letters, from a rev. divine of the Church of England, missionary to America ..."	np	np	np	xxx	Dublin	Ireland	1753	np	xnp	xnp	np	np	np	xnp	Printed and sold by S. Powell	https://link.gale.com/apps/doc/CY0100561686/SABN?u=camb55135&sid=SABN&xid=3bc0a340	###	
S 688	688	1	0	P	Madden	1	xxx	xxx	8	vols	Select documents on the constitutional history of the British Empire and Commonwealth	np	np	np	xxx	Westport	USA	1985	2000	xnp	"F. Madden, D. Fieldhouse"	np	np	np	xnp	xnp	"v 8: file:///Users/angelnavidad/Downloads/Frederick%20Madden%20-%20The%20End%20of%20Empire_%20Dependencies%20Since%201948,%20Part%201_%20The%20West%20Indies,%20British%20Honduras,%20Hong%20Kong,%20Fiji,%20Cyprus,%20Gibraltar,%20and%20the%20Falklands,%20Select%20Documents%20...%20Volume%20VIII%20(Docum.pdf"	###	
S xxx	xxx	1	0	P	Maddison	xon	xxx	xxx	xxx	xxx	Maddison Project Database v 2020	np	np	np	xnp	xnp	xnp	2020	np	xnp	xnp	xnp	xnp	xnp	xnp	xnp	https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2020	###	
S 196	196	0	0	A	Magness	xon	np	np	np	np	The British Honduras Colony: Black Emigrationist Support for Colonization in the Lincoln Presidency	np	np	np	np	np	np	2003	np	P. W. Magness	np	Slavery and Abolition	34	xnp	Mongey 91 fn 106	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.1080/0144039X.2012.709044	###	
S 276	276	0	0	T	Marcus	26	np	np	np	np	"English influence on Belize and the Petén region of northern Guatemala, 1630 to 1763"	np	np	np	xxx	xxx	xxx	1990	np	L. C. Marcus	np	np	np	np	xnp	xnp	Local: file:///Users/angelnavidad/Downloads/English_influence_on_Belize_an.pdf / ProQuest: http://search.proquest.com.ezp-prod1.hul.harvard.edu/dissertations-theses/english-influence-on-belize-peten-region-northern/docview/303887067/se-2?accountid=11311	###	
S 222	222	0	0	P	Marley	7	np	np	1	vols	Wars of the Americas	np	np	np	xxx	Santa Barbara	USA	1998	np	D. F. Marley	xnp	np	np	np	xnp	xnp	"file:///Users/angelnavidad/Downloads/Wars%20of%20the%20Americas%20A%20Chronology%20of%20Armed%20Conflict%20in%20the%20Western%20Hemisphere,%201492%20to%20the%20Present%20by%20David%20Marley%20(z-lib.org).pdf"	###	
S 148	148	0	0	P	Marley Pir	xon	np	np	2	vols	Pirates of the Americas	np	np	np	xxx	Santa Barbara	USA	2010	xxx	D. F. Marley	xnp	np	np	np	xnp	xnp	v 1 + 2: file:///Users/angelnavidad/Downloads/David%20F.%20Marley%20-%20Pirates%20of%20the%20Americas%20%202%20volumes%20(2010).pdf	###	
S 470	470	0	0	A	Marsden	1	np	np	np	np	"The High Court of Admiralty in Relation to National History, Commerce and the Colonisation of America. A.D. 1550-1650"	np	np	np	np	np	np	1902	np	R. G. Marsden	np	Transactions of the Royal Historical Society	16	xnp	xnp	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/3678118	###	
S 564	564	0	0	P	Martin	54	np	np	1	vols	"Statistics of the colonies of the British Empire in the West Indies, South America, North America, Asia, Austral-Asia, Africa, and Europe : comprising the area, agriculture, commerce, ... &c. of each colony : with the charters and the engraved seals"	np	np	np	xxx	London	UK	1839	np	R. M. Martin	xnp	np	np	np	xnp	xnp	http://id.lib.harvard.edu/alma/990073239960203941/catalog	###	
S 570	570	0	0	P	Martin 1	0	np	np	2	vols	History of the West Indies	np	np	np	xxx	London	UK	1836	xxx	R. M. Martin	xnp	np	np	np	xnp	xnp	http://id.lib.harvard.edu/alma/990059826320203941/catalog	###	
S 568	568	0	0	P	Martin 2	0	np	np	1	vols	Colonial policy of the British Empire	np	np	np	xxx	London	UK	1837	np	R. M. Martin	xnp	np	np	np	xnp	xnp	https://link.gale.com/apps/doc/U0105544982/MOME?u=camb55135&sid=MOME&xid=f7c75b1e	###	
S xxx	xxx	0	0	P	Masson	xon	np	np	1	vols	Ancient Maya Political Economies	np	np	np	Altamira Press	Walnut Creek	USA	2002	np	xnp	"M. A. Masson, D. A. Freidel"	np	np	np	Graham 401	xnp	xxx	###	
S xxx	xxx	0	0	P	Masson Realm	xon	np	np	1	vols	"In the Realm of Nachan Kan: Postclassic Maya Archaeology at Laguna De On, Belize"	np	np	np	U of Colorado Press	Boulder	USA	2000	np	M. A. Masson	xnp	np	np	np	Graham 401	xnp	https://hollis.harvard.edu/permalink/f/1s5nto6/01HVD_ALMA512241293470003941 	###	
S 752	752	1	0	A	Maya R	3	1621	1624	np	np	"Documents relating to the Mirones Expedition to the interior of Yucatan, 1621-1624"	np	np	np	np	np	np	1936	np	"F. Scholes, E. Adams"	np	Maya Research	3	xnp	Jones 1	"Also available as Documents relating to the Mirones Expedition to the interior of Yucatan, 1621-1624 [Culver, Labyrinthos, 1991]"	xnp	###	
S 96	96	1	0	T	Mayfield	4	xxx	xxx	np	np	"The nineteenth-century British plantation settlement at Lamanai, Belize (1837-1868)"	np	np	np	xxx	xxx	xxx	2015	np	T. D. Mayfield	np	np	np	np	xnp	xnp	http://search.proquest.com.ezp-prod1.hul.harvard.edu/dissertations-theses/nineteenth-century-british-plantation-settlement/docview/1734464295/se-2?accountid=11311 	###	
S 328	328	0	0	P	McCusker	284	np	np	1	vols	"Money and exchange in Europe and America, 1600-1775: a handbook"	np	np	np	xxx	London	UK	1978	np	J. J. McCusker	xnp	np	np	np	xnp	xnp	"file:///Users/angelnavidad/Downloads/John%20J.%20McCusker%20(auth.)%20-%20Money%20and%20Exchange%20in%20Europe%20and%20America,%201600–1775_%20A%20Handbook-Palgrave%20Macmillan%20UK%20(1978).pdf"	###	
S 366	366	0	0	A	McCusker 71	0	np	np	np	np	"The Current Value of English Exports, 1697 to 1800"	np	np	np	np	np	np	1971	np	J. J. McCusker	np	William and Mary Quarterly	28	4	xnp	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/1922190	###	
S 236	236	0	0	A	McCusker 96	xon	np	np	np	np	How much is that in real money? : a historical price index for use as a deflator of money values in the economy of the United States	np	np	np	np	np	np	1996	np	J. J. McCusker	np	Proceedings of the American Antiquarian Society	106	2	xnp	xnp	https://www.americanantiquarian.org/aasproceedings1996	###	
S 304	304	0	0	P	McCusker E	xon	np	np	1	vols	The Economy of British America 1607–1789	np	np	np	xxx	Chapel Hill	USA	1985	np	"J. J. McCusker, R. Menard"	xnp	np	np	np	xnp	xnp	xxx	###	
S xxx	xxx	0	0	P	McDonald	xon	np	np	1	vols	"Pirates, Merchants, Settlers, and Slaves: Colonial America and the Indo-Atlantic World"	np	np	np	University of California Press	Berkeley	USA	2015	np	K. P. McDonald	xnp	np	np	np	xnp	Re logwood or Hon in passim only	https://wrlc-gwu.primo.exlibrisgroup.com/permalink/01WRLC_GWA/1piqqnm/alma9912373297904101 	###	
S 272	272	1	0	T	McJunkin	13	xxx	xxx	np	np	Logwood	np	np	np	xxx	xxx	xxx	1991	np	D. M. McJunkin	np	np	np	np	xnp	xnp	http://search.proquest.com.ezp-prod1.hul.harvard.edu/dissertations-theses/logwood-inquiry-into-historical-biogeography/docview/303932948/se-2?accountid=11311	###	
S 424	424	0	0	P	McKay	0	np	np	1	vols	Essays in the history of modern Europe	np	np	np	xxx	New York	USA	1936	np	D. C. McKay	xnp	np	np	np	xnp	xnp	xxx	###	
S 202	202	0	0	P	McKillop	3	np	np	1	vols	Salt: White Gold of the Ancient Maya	np	np	np	xxx	Gainesville	USA	2002	np	H. McKillop	xnp	np	np	np	xnp	xnp	https://muse-jhu-edu.ezp-prod1.hul.harvard.edu/book/17816 	###	
S 154	154	0	0	T	McKoy	xon	np	np	np	np	The Emerging Regimes on Anticorruption and State Enterprise Governance in the Commonwealth Caribbean	np	np	np	xxx	xxx	xxx	2010	np	D. V. McKoy	np	np	np	np	xnp	xnp	https://hdl.handle.net/2381/8758 	###	
S 200	200	0	0	MS	Meide	xon	np	np	1	items	A Plague of Ships	np	np	np	np	np	np	2002	np	C. Meide	np	np	np	np	xnp	xnp	https://www.ltrr.arizona.edu/webhome/cbaisan/Florida/A_Plague_of_Ships_Spanish_Ships_and_Ship.pdf	###	
S xxx	xxx	0	0	A	Melendez	0	np	np	np	np	Ciudades fundadas en la América Central en el siglo XVI (sinópsis alfabética)	np	np	np	np	np	np	1977	np	C. Meléndez Chaverri	np	Anuario de Estudios Centroamericanos	3	np	xnp	xnp	https://revistas.ucr.ac.cr/index.php/anuario/article/view/3815	###	
S xxx	xxx	0	0	A	Mendizabal	0	np	np	np	np	"La conquista espiritual de la ""Tierra de Guerra"" y su obstrucción por los conquistadores y pobladores"	np	np	np	np	np	np	1943	np	M. O. de Mendizábal	np	Anales de la Sociedad de Geografía e Historia	19	2	xnp	xnp	https://archive.org/details/AnalesAGHGTomoXIXAnyoXIXNo2Diciembre1943/mode/2up	###	
S 178	178	1	0	A	Mendoza	3	xxx	xxx	np	np	"Frequency and duration of historical droughts from the 16th to the 19th centuries in the Mexican Maya lands, Yucatan Peninsula"	np	np	np	np	np	np	2007	np	"B. Mendoza, V. García-Acosta, V. Velasco, E. Jáuregui, R. Díaz-Sandoval"	np	Climatic Change	83	xnp	xnp	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.1007/s10584-006-9232-1	###	
S 182	182	1	0	A	Mendoza 06	xon	xxx	xxx	np	np	A Study of Historical Droughts in Southeastern Mexico	np	np	np	np	np	np	2006	np	"B. Mendoza, V. Velasco, E. Jáuregui"	np	Journal of Climate	19	12	xnp	Not annually resolved	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/26259068 	###	
S xxx	xxx	0	0	T	Mesh	0	np	np	np	np	"Alcaldes of Toledo, Belize: Their Genealogy, Contestation, and Aspirations"	np	np	np	PhD thesis for University of Florida	Gainesville	USA	2017	np	T. R. Mesh	np	np	np	np	xnp	xnp	https://ufdc.ufl.edu/UFE0050686/00001	###	
S 434	434	0	0	P	Metzgen	4	np	np	1	vols	"Shoulder to Shoulder, or the Battle of St. George’s Caye"	np	np	np	xxx	Belize	Belize	1928	np	M. S. Metzgen	xnp	np	np	np	xnp	Printed by Belize Literary and Debating Club	xxx	###	
S 508	508	1	0	P	Mex State 1878	0	1872	1878	1	vols	Correspondencia diplomatica cambiada entre el gobierno de la República y el de Su Majestad britanica con relación al territorio llamado Belice	np	np	np	xxx	Mexico	Mexico	1878	np	xnp	xnp	np	np	np	xnp	French translation or original published 1878	Sp: https://www.google.com/books/edition/Correspondencia_diplomatica_cambiada_ent/LzsTAAAAYAAJ?hl=en / Fr: https://www.google.com/books/edition/Correspondance_diplomatique_échangée_e/oD4CAAAAYAAJ?hl=en	###	
S 488	488	1	0	P	Mex State 1893	0	xxx	xxx	1	vols	"Informe del c. Ignacio Mariscal secretario del despacho de relaciones exteriores, rendido ante el Senado acerca del tratado de límites entre Yucatán y Belice, con un apéndice de notas y piezas justificativas"	np	np	np	xxx	Mexico	Mexico	1893	np	xnp	xnp	np	np	np	xnp	xnp	https://www.google.com/books/edition/Informe_del_c_Ignacio_Mariscal/oFtqAAAAMAAJ?hl=en&gbpv=1	###	
S xxx	xxx	1	0	P	Mex State 1894	0	xxx	xxx	1	vols	"Defensa del tratado de limites entre Yucatán y Belice, con respuesta á las objeciones que se han hecho en su contra, apoyada en algunos documentos inéditos y sequida de otros ya conocidos así como de los principales artículos de prensa metropolitana y yucateca que lo ha defendido"	np	np	np	Imprenta de «El Siglo Diez y Nueve»	Mexico	Mexico	1894	np	xnp	xnp	np	np	np	xnp	xnp	https://archive.org/details/defdeltratad00unseguat	###	
S 476	476	1	0	P	Mex State 1897	0	xxx	xxx	1	vols	Tratado de limites entre los Estados-Unidos Mexicanos y Honduras Britanicas / Seguidos de los principales documentos que a el se refieren	np	np	np	xxx	Mexico	Mexico	1897	np	xnp	xnp	np	np	np	xnp	xnp	https://www.google.com/books/edition/Tratado_de_limites_entre_los_Estados_Uni/52MmAQAAMAAJ?hl=en&gbpv=0	###	
S 480	480	1	0	P	Mex Yuc 1894	0	xxx	xxx	1	vols	"Yucatán y Belice. Coleccion de documentos importantes que se refieren al tratado de 8 de julio de 1893, celebrado entre el Sr. Lic. Ignacio Mariscal en representación de México, y Sir Spencer Saint Jhon en representación de la Gran Bretaña. "	np	np	np	xxx	Merida	Mexico	1894	np	xnp	xnp	np	np	np	xnp	xnp	https://www.google.com/books/edition/Yucatán_y_Belice/3jQCAAAAYAAJ?hl=en	###	
S xxx	xxx	0	0	P	Milla	0	np	np	5	vols	"Historia de la América central, desde el descubrimiento del país por los españoles (1502) hasta su independencia de la España (1821) : precedida de una ""Noticia histórica"" relativa á las naciones que habitaban la América central á la llegada de los españoles"	np	np	np	"Estab. tip. de ""El Progreso"""	Guatemala	Guatemala	1879	1905	xnp	xnp	np	np	np	Lujan 2 478	xnp	v 1 ed 3: https://archive.org/details/historiadelaam00joseguat / v 1 ed 5: https://archive.org/details/historiadelaam00saloguat/page/n7/mode/2up / v 2 ed 3: https://archive.org/details/historiadelaame02joseguat	###	
S 238	238	0	0	A	Moberg	xon	np	np	np	np	"Crown Colony as Banana Republic: The United Fruit Company in British Honduras, 1900–1920"	np	np	np	np	np	np	1996	np	M. Moberg	np	Journal of Latin American Studies	28	2	xnp	xnp	file:///Users/angelnavidad/Library/Mobile%20Documents/com~apple~Preview/Documents/Moberg___-10.2307@157625.pdf	###	
S 278	278	0	0	A	Moberg 90	xon	np	np	np	np	Class resistance and class hegemony: From conflict to co-optation in the citrus industry of Belize	np	np	np	np	np	np	1990	np	M. Moberg	np	Ethnology	29	3	xnp	xnp	https://wrlc-gwu.primo.exlibrisgroup.com/permalink/01WRLC_GWA/15suu1b/cdi_proquest_journals_205165053	###	
S 266	266	0	0	A	Moberg 92	xon	np	np	np	np	Continuity under colonial rule: the alcalde system and the Garifuna in Belize 1858–1969	np	np	np	np	np	np	1992	np	M. Moberg	np	Ethnohistory	39	1	xnp	xnp	https://wrlc-gwu.primo.exlibrisgroup.com/permalink/01WRLC_GWA/15suu1b/cdi_proquest_journals_1304227005	###	
S xxx	xxx	0	0	P	Moberg C	xon	np	np	1	vols	"Citrus, strategy, and class : the politics of development in Southern Belize"	np	np	np	U of Iowa Press	Iowa	USA	1992	np	M. Moberg	np	np	np	np	Torres 13 p47	xnp	"/Users/angelnavidad/Downloads/Mark Moberg - Citrus, strategy, and class_ the politics of development in Southern Belize-University of Iowa Press (1992).epub"	###	
S 466	466	0	0	P	Molina	41	np	np	3	vols	Historia de Yucatán durante la dominación española	np	np	np	xxx	Merida	Mexico	1904	xxx	J. F. Molina Solís	xnp	np	np	np	xnp	xnp	Simurg v1: http://simurg.bibliotecas.csic.es/viewer/image/990002353440204201_V01/1/  / Simurg v2: http://simurg.bibliotecas.csic.es/viewer/image/990002353440204201_V02/1/ / Simurg v3: http://simurg.bibliotecas.csic.es/viewer/image/990002353440204201_V03/1/ 	###	
S 482	482	1	0	P	"Molina, Def"	0	xxx	xxx	1	vols	Defensa del tratado de límites entre Yucatán y Belice	np	np	np	xxx	Mexico	Mexico	1894	np	xnp	"J. F. Molina Solís, A. Espinosa"	np	np	np	xnp	xnp	https://www.google.com/books/edition/Defensa_del_tratado_de_l%C3%ADmites_entre_Yu/uCU0AQAAMAAJ?hl=en	###	
