E 1—320 / Events.
ID	NO	OUT	MIL	PART OF	LOWER START	UPPER END	SUMMARY	DESCRIPTION	NEAR	SP	NON—SP	NON—SP	LIVES	HELD	MOVED	CRAFT	PROPERTY	OTHER	PRESS	CF	VIA	NOTE	
E 		1			17 Feb 1603	7 Mar 1603	Battle of Puerto Caballos	Eng privateers capture Puerto Caballos	Puerto Caballos	Capt. Juan de Monasterios / Francisco Ferrufino / 2 Galleons 100 militia	Christopher Newport / Sir Michael Geare / 8 Ships 400 men									xxx	Marley p144-145	Inc. Pie de Palo and Diego el Mulato? And 4 Eng buccaneer attacks in 1590s /p316 of Link: https://link.gale.com/apps/doc/U0104495763/MOME?u=camb55135&sid=MOME&xid=d3efa3b2 /Link: https://www.afehc-historia-centroamericana.org/index-php/_action_fi_aff_id_2531.html	
E 		1			29 Apr 1604	29 Apr 1604		"Mean map by Francisco de Navarro, with sketch of Hon coastline"		Capt Francisco de Navarro										"MP-GUATEMALA,3
GUATEMALA,60 xxx"			
E 		1			28 Aug 1604	28 Aug 1604	Treaty of London		London														
E 		1			1 Jan 1605	30 Dec 1606	Bacalar reductions	Sp reduce unknown number of Maya towns in Bacalar province	"Bacalar, Mazanila = Mazanahau, xxx"											xxx	Jones 1 131	"[R]reductions must have been carried out from Bacalar as value of tributes from crown encomienda Mazanila = Mazanahau rose nearly fivefold from 71 pesos in 1605 to 325 pesos in 1606 /v Jones 1 131 /CONTADURIA,912"	
E 		1			1 Jan 1606	28 Jun 1606	Du assault Sp Hon	Buccaneers or privateers attempt twice to sack Sp galleons at Sto Tomás de Castillo	Santo Tomás de Castilla	2 Galleons	Dutch									"Mus Nav, Col Nav, v 23, 226 ff [a 28 jun 1606]"	Goslinga p152		
E 		1			9 Apr 1609	9 Apr 1609	Twelve Years’ Truce		Antwerp														
		1			11 Jan 1610	30 Mar 1610	Dr. Bonham’s Case																
E 		1			1 Oct 1610	21 Dec 1610	Case of Proclamations																
E 		1			1 Jan 1615	30 Dec 1615	Earl of Oxford’s Case																
E 		1			1 Jan 1615	30 Dec 1615	Sánchez de Aguilar reduction	Valladolid-based alcalde ordinario of Bacalar Juan Sánchez de Aguilar creates reduction towns of Petentzub and Zaczuz near Tipu	"Valladolid, Bacalar, Tipuj, Petentzub, Zaczuz"											"MEXICO,148,R.1,N.27 [1630]
MEXICO,xxx [Title of encomienda towns in Bacalar province, 1622]
CONTADURIA,912"	"Jones 1 p132, 192–3"	"In 1622, when these [Petentzub, Zaczuz, Tipuj] and other reductions were finally organised as a new encomienda, they turned out to be small communities with a total of only 136 casados. /via Jones 1 /"	
E 		1			1 Jan 1617	30 Dec 1617	Raid of Bacalar	"Eng buccaneers or privateers raid Bacalar, possibly marking first discovery of navigation in Hon water by non-Spanish, non-Maya buccaneers"	Bacalar		1 Boat			5 vecinos for c ? m						"MEXICO,906"	Jones 1 p320 no 19	"captured = Pedro Rojo, Antonio Gómez, three other vecinos of Bacalar /via Jones 1"	
E 		1			15 Apr 1618	8 Dec 1618	Orbita and Fuensalida misión	Franciscan friars Orbita and Fuensalida appointed for a misión to Ma towns by Lake Peten Itza	"Merida, Tekax, Bacalar, Hondo, New, New R Lagoon, Labouring Creek, Old, Tipuj, Lake Peten Itza"	Franciscan Fray Juan de Orbita / Fray Bartolomé de Fuensalida / provincial Fray Juan de Acevedo / Bishop Fray Gonzalo de Salazar / Priest of Bacalar Gregorio Marín de Aguilar / Alcalde of Bacalar Andrés Carillo de Pernia	Tipu cacique Cristóbal Na / Principal resident of Tipu Isabel Pech / Principal resident of Tipu Francisco Cumux / Can Ek of Tah Itza / Itza Capt Ah Chata Pol / Itza Capt Ahau Puc									"Cogolludo, lib 9, cap 4—13"	Jones 1 p135–48	"There were some 100 vecinos in all in Tipu, suggesting a total population of about 340 /via Jones 1 p139 /xxx"	
E 		1			1 Jan 1620	30 Dec 1620	Díaz de Aguilar visita	Alcalde ordinario of Bacalar Juan Alonso Díaz de Aguilar carries out a general visita of the Bacalar province 	"Bacalar, xxx"	Juan Alonso Díaz de Aguilar										"CONTADURIA,913"	Jones 1 p193		
E 		1			3 Jun 1621	3 Jun 1621	Old WIC chartered	Dutch Republic grants charter for trade monopoly to Geoctrooieerde Westindische Compagnie	Hague											"Old WIC, 1.05.01.01, 13"		"In remonstrance against peace talks with Spain of 16 Nov 1629, WIC reminds States General that its efforst had been largely war-directed for the benefit of the country and that it had, for the most part, avoided strictly commercial enterprises. /via Goslinga 210 /Kon Bib PK 3909
Prizes 1623 to 1636 in Laet/Naber, v 4, 282–5 /via Goslinga"	
E 		1			9 Mar 1622	27 Jan 1624	Mirones y Lezcano entrada and Sakalum massacre	"Sp entrada by Capt Francisco de Mirones y Lezcano attempts to conquer Ma at Lake Peten Itza, but does not cross Hondo, after which Franciscan Fray Diego Delgado continues on to Lake Peten Itza by himself, and which ends in massacre of the entrada party and Sp vecinos by Ma party led by priest Ah Kin Pol"	"Merida, Hecelchakan, Hopelchen, Ixpimienta, Sacalum [Chanchanha?]"	Franciscan Fray Diego Delgado / Capt. Francisco de Mirones y Lezcano / Corporal Fulano de Acosta / Gov of Yuc Diego de Cárdenas	Ma priest Ah Kin Pol / Cacique of Ixpimienta Agustín Zima / Alcalde of Ixpimienta Sebastián Dzib / Regidor of Ixpimienta Diego Yam / Cacique of Sacalum Diego Keh									"BL Egerton MS 1791
MEXICO,141
MEXICO,145 [Petition by Francisco Camul, 1624] 
MEXICO,246 [Méritos y servicios de Juan Bernardo Casanova, 1627]
Maya R
Cogolludo, lib 10, cap 2—3
Cardenas 76"	Jones 1 p155	The massacres of 1623–1624 at Tah Itza and Sacalum are a major departure from previous Maya strategies of rebellion. Not since 1546 had execution as a tool of rebellion on such a large scale been seen in Yucatan. /Jones 1 p187	
E 		1			1 Jan 1623	15 Dec 1623	Delgado misión and Nojpeten massacre	"Franciscan Fray Diego Delgado carries misión to Ma towns by Lake Peten Itza, via Tipu and with Tipu residents, all of whom are killed at Lake Peten Itza, along with a rescue party sent after them"	"Sacalum [Chachanha?], Tipuj, Lake Peten Itza, Bacalar"	Franciscan Fray Diego Delgado / Corporal Fulano de Acosta / 12 men / [later] 2 Sp sev Ma inc Bernardino Ek	Cacique of Tipu Cristóbal Na / 80 Tipu residents									"BL Egerton MS 1791
MEXICO,141
MEXICO,145 [Petition by Francisco Camul, 1624] 
MEXICO,246 [Méritos y servicios de Juan Bernardo Casanova, 1627]
Maya R
Cogolludo, lib 10, cap 2—3
Cardenas 76"	"Jones 1 p176
Awe 347"		
E 		1			27 Jan 1624	30 Mar 1624	Sp reprisals for Sakalum massacre	"Capt. Juan Bernardo Casanova heads to Sacalum to aid Mirones y Lezcano, and on finding these murdered, Capt. Casanova and Capt. Méndez de Canzo garrison Sp soldiers in Ma towns and commission Ma at Oxkutzcab to track down priest Ah Kin Pol near Sacalum, which they do"	"Mani, Sacalum [Chanchanha?], Oxkutzcab, Mani, Tekax"	Capt Juan Bernardo Casanova / Fray Juan Fernández / Sergeant Major Juan de Honorato / Alonso Martínez / Juan Lucero / Capt Antonio Méndez de Canzo	Cacique of Oxkutzcab Fernando Camal / 150 Oxkutzcab Ma residents									"MEXICO,246 [Méritos y servicios de Juan Bernardo Casanova, 1627]
MEXICO,145 [Petition by Francisco Camul, 1624]
Maya R
Cogolludo, lib 10, cap 2—3"	Jones 1 p180		
E 		1			28 Jan 1624	28 Jan 1624	St. Christopher’s established	"Thomas Warner, after agreement with Ouboutou Tegremante, leader of local Kalinago people, and with support of merchant Ralph Merrifield, brothers John Jeaffreson, Samuel Jeaffreson, brings settlers aboard the Hopewell to establish Saint Christopher, marking first non-Spanish settlement in Caribbean"	"London, St. Kitts"		Thomas Warner / Ralph Merrifield / John Jeaffreson / Samuel Jeaffreson	Kalinago chief Ouboutou Tegremante								xxx			
E 		1			1 Mar 1624	28 Feb 1625	WIC Schouten Expedition	"WIC send Pieter Schouten to reconnoitre and raid Sp, who surveys Main and islands, and sacks and destroys Ma hamlets, marking first of Old WIC’s Great Designs in the Caribbean"	"Zeeland, Cape Verde, Barbados, St. Martin, Tierra Firme, Silán, Sisal, Haiti, Sp Jamaica, Cuba"		Pieter Schouten 3 Ships									"Old WIC, 1.05.01.01, 1
Laet/Naber, v 1, 36 ff
Wassenaer, v 7, 154-55
Wright/van Dam, v 1, *101"	"Goslinga p144 [Map], 152-3"	"= First Old WIC squadron to enter Caribbean, dropped anchor at St. Martin on 5 Oct 1624 /via Goslinga 259"	
E 		1			1 Jan 1625	31 Dec 1625	Hakluytus Posthumus published	Samuel Purchas publishes Hakluytus Posthumus	London											xxx	Offen 11 p19	"Colin Steele has shown that this publication marked a definitive turning point from an old to new world focus among the Hakluyt-Purchas corpus, and presented a more comprehensive picture of the Americas in English than had been previously possi- ble. The work was especially strong in natural history and geography, and Steele shows that its timing clearly reflected declining relations with Spain. /Offen 11 p19, referencing Steele, Colin R. “Latin America”. In The Purchas Handbook: Studies of the Life and Writings of Samuel Purchas, 1577-1626, edited by L. E. Pennington, Vol. I, 301-11. London: The Hakluyt Society, 1997. 
"	
E 		1			1 Mar 1625	30 Aug 1626	WIC Hendricksz Expedition	"WIC send Boudewijn Hendricksz to raid Puerto Rico, which he raids, sieges and burns, and defy Sp silver fleet, which he attempts"	"Texel, Isle of Wight, Bahia de Todos os Santos, St. Vincent, San Juan de Puerto Rico, Santo Domingo, Isla Margarita, Tierra Firme, Bonaire, Hispaniola, Ile a Vache, Cape Tiburon, Mona Passage, Sp Jamaica, Old Bahama Channel"	Gov of Puerto Rico Juan de Haro	Boudewijn Hendricksz / Adriaen Claesz / > 30 Ships / Hendrick Jacobszoon Lucifer 2 Ships									"Laet/Naber, v 1, 85 ff, 92 ff, 104 ff, 115–18, 123 ff
Wassenaer, v 12, 54 ff
Wright/van Dam, v 1, *31 ff, *52–4, *57–63, *72–4, *77–9
Old WIC, 1.05.01.01, 5752
States-General, 1.01.02, xxx [Resolutions of 24, 29, 31 Jan, 13, 24 Feb 1626]"	"Goslinga 144 [Map], 157"	"In Mona Passage c ?, Hendrick Jacobszoon Lucifer w 2 Ships, coming fm Amazon having provisioned a Zeelandian colony, joined Hendricksz's fleet /via Goslinga 164 /Laet/Naber, v 1, 123 ff"	
E 		1			8 Sep 1625	8 Sep 1625	Treaty of Southampton	Unites Eng and Du Republic against Sp															
E 		1			15 May 1626	30 Dec 1626	WIC Heyn Expedition	WIC sends Pieter Pieterszoon Heyn to reinforce WIC Hendricksz Expedition against Sp	"Holland, Barbados, Mona Passage, Cape San Antonio, Dry Tortugas, Cape Canaveral, Azores"		"Pieter Pieterszoon Heyn 14 Ships 1,700 men"									"Old WIC, 1.05.01.01, 5752 [27 Mar 1626]
States-General, 1.01.02, xxx [Resolutions of 28 Mar 1626]
Naber/Wright lxxiii–vii, lxxxi ff, 20–7
Wassenaer, v 14, 53–7
Laet/Naber, v 2, 4–5"	"Goslinga 144 [Map], 166"		
E 		1			1 Jan 1627	30 Dec 1630	Locust famine in N Yuc	"Locust infestations cause four consecutive harvests to fail, leading to widespread famine in N Yuc, and Ma flight from towns"	"N Yuc, Merida"											Cogolludo lib 10 cap 17	Jones 1 p197	"The Indians were forced by necessity to abandon their towns, going to others that had not suffered such a shortage, and most to the forests in search of roots and wild fruits. Many died in them—most unfortunate of all, without sacraments. Many were left dead along the roads due to starvation. Everything was in a state of confusion because the living did not know for certain where they [the dead] were. /Jones 1 /Cogolludo [translated]"	
E 		1			22 Jan 1627	5 Sep 1627	WIC Lucifer Expedition	Hendrick Jacobszoon Lucifer of GWC takes some ships of Sp Hon fotilla	"Vlissingen, Oyapock R, Cabo de la Vela, Rio de la Hacha, Île-à-Vache, Jamaica, Cayman, Cabo de San Antonio, Straits of Florida"		Hendrick Jacobszoon Lucifer / Jan Pieterszoon / Galeyn van Stapels / 3 Ships / later joined by 2 Yachts									"Wright/van Dam, v 1, *101-*103, 171 [Cristóbal Aranda to Crown a 16 jul 1627 / Report by Tomás de Larraspuru 10 nov 1627, and of president of Council of Indies, Madrid, 22 nov 1627]
BL Add MS 36322
Laet port 154–62"	"Goslinga p170-171, 208 [Map]"	"Location /via Juiz de Fora 2012 p51
Location should include Comaribo, near or on Oyapock R /via Laet portugues 155"	
E 		1			15 Mar 1628	30 Sep 1628	WIC Ita Expedition	WIC send Pieter Adriaenszoon Ita against Sp	"Cape Tiburon, Cape San Antonio, Dry Tortugas, Havanna"	Gov of Havanna Lorenzo de Cabrera / Commander Alvaro de la Cerda / 2 Gall	Pieter Adriaenszoon Ita / CC Jol / Galeyn von Stapels / 12 Ships									"Laet/Naber, v 2, 34-39
BL Add MS 36322
Wright/van Dam, v 1, *103, *105, *107"	"Goslinga p174-175, 208 [Map]"	"Galeyn von Stapels captains Fortuin with colonists for Tobago /via Wiki for Ita

The ships of this [Ita's] fleet, spread all over the Caribbean, gathered on the orders of the admiral at a renezvous situated at Cape Tiburón /via Goslinga 174 /xxx"	
E 		1			1 May 1628	30 Sep 1628	WIC Heyn Expedition and Capture of Silver Fleet	"WIC send Pieter Pieterszoon Heyn against Sp, who thereafter captures the Sp Silver Fleet fm Vera Cruz [Mexico]"	"Texel, St. Vincent, Isle of Pines [Cuba], Cape San Antonio, Grenada, St. Kitts, Tobago, Florida Straits, Havana, Isle of Wight"	Gen Juan de Benavides Bazán / Adm Juan de Leoz 21 t 22 Ships inc 2 MW	"Pieter Pieterszoon Heyn / Hendrick Corneliszoon Loncq / Joost van Trappen alias Banckert / 31 Ships 2,300 sailors 1,000 soldiers"									"Naber/Wright
Laet/Naber, v 2, 56 ff 
Wassenaer, v 15, 54
Wassenaer, v 16, 97 ff
States-General, 1.01.02, xxx [Resolutions of 29 Feb, 27, 28, 31 Mar 1628]
Duro, v 4, 98
Aitzema, v 1, 720
Kon Bib PK 3858
Old WIC, 1.05.01.01, 17 [8 Dec 1628]"	"Goslinga 180–92, 208 [Map]"	Capture of Silver Fleet on 8 Sep 1628 /via Goslinga 186	
		1			7 Jun 1628	7 Jun 1628	Petition of Right																
E 		1			15 Sep 1628	20 Dec 1630	Vargas repartimientos and Argüellos averiguación	"Gov of Yuc Juan de Vargas Asejas accused of causing retreat of significant numbers of Maya to flee, via repartimientos administered by Gov-appointed jueces de grana y agravios, after which Audiencia of México sends Íñigo de Argüelles Carvajal to investigate, inc inspection of Bacalar by Martín de Rojas"	"Mérida, xxx, Bacalar"	Juan de Vargas Asejas / Íñigo de Argüelles Carvajal / Martín de Rojas										"MEXICO,308
MEXICO,92 [Sobre la averiguación ... a 1630]"	"Barke 12 59
RAH DNB [Vargas Asejas, Juan]"	"18 or 20 Dec 1630 Vargas stripped of Governorship, arrested and imprisoned in Mexico [City] /RAH DNB"	
E 		1			15 Aug 1629	30 Apr 1630	WIC Pater Expedition	WIC send Adriaen Janszoon Pater against Sp	"Netherlands, Azores, Cape Verde Islands, Pernambuco, Grenada, Cape San Antonio, Barbados, St. Kitts, Mona Passage, Trinidad, Bonaire, Santa Marta"		Adriaen Janszoon Pater / Vice-Adm Marten Thijsz / 11 Ships 842 sailors 326 soldiers / Jan Janszoon van Hoorn 13 Ships									"Old WIC, 1.05.01.01, 2 [1 Aug, 23 Sep, 8, 12 Nov, 2 Dec 1629]
Old WIC, 1.05.01.01, 5752 [13 Jun 1630]
Old WIC, 1.05.01.01, 20
Laet/Naber, v 2, 83 ff, 178–82
Wassenaer, v 15, 90
Wassenaer, v 16, xxx
Duro, v 4, 111
Wright/van Dam, v 1, *114"	"Goslinga 206–15, 208 [Map]"	Reaches Grenada [Caribbean] on 1 Apr 1629 /via Goslinga 207	
