Table 1
	CODE	SERIAL	LINK	DATE	NOTE	EXTRACT	
	"<li><article data-identifier=""MMNHA02:164940015:mpeg21:a00007"" data-metadata=""{&quot;title&quot;:&quot;SPANGIEN.&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;Oprechte Haerlemsche courant&quot;,&quot;subtitle&quot;:&quot;19-02-1667&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;430771576&quot;,&quot;objectlevelId&quot;:&quot;MMNHA02:164940015:mpeg21:a00007&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_11"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;query=hondu%2A&amp;coll=ddd&amp;redirect=true&amp;sortfield=date&amp;page=1&amp;maxperpage=50&amp;identifier=MMNHA02:164940015:mpeg21:a00007&amp;resultsidentifier=MMNHA02:164940015:mpeg21:a00007&amp;rowid=11"" class=""search-result__link""><h2 class=""search-result__heading"">                                SPANGIEN.                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22430771576%22%29&amp;coll=ddd"" class=""metadata__details-link"">Oprechte Haerlemsche courant</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2219-02-1667%22%29&amp;coll=ddd"" class=""metadata__details-link"">19-02-1667</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	Oprechte Haerlemsche courant	https://www.delpher.nl/nl/kranten/view?cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&query=hondu%2A&coll=ddd&redirect=true&sortfield=date&page=1&maxperpage=50&identifier=MMNHA02:164940015:mpeg21:a00007&resultsidentifier=MMNHA02:164940015:mpeg21:a00007&rowid=11	19 Feb 1667	ditto	ditto	
	"<li><article data-identifier=""ddd:010926782:mpeg21:a0006"" data-metadata=""{&quot;title&quot;:&quot;SPANGIEN.&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;Oprechte Haerlemsche courant&quot;,&quot;subtitle&quot;:&quot;02-08-1667&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;841198969&quot;,&quot;objectlevelId&quot;:&quot;ddd:010926782:mpeg21:a0006&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_12"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;query=hondu%2A&amp;coll=ddd&amp;redirect=true&amp;sortfield=date&amp;page=1&amp;maxperpage=50&amp;identifier=ddd:010926782:mpeg21:a0006&amp;resultsidentifier=ddd:010926782:mpeg21:a0006&amp;rowid=12"" class=""search-result__link""><h2 class=""search-result__heading"">                                SPANGIEN.                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22841198969%22%29&amp;coll=ddd"" class=""metadata__details-link"">Oprechte Haerlemsche courant</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2202-08-1667%22%29&amp;coll=ddd"" class=""metadata__details-link"">02-08-1667</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	Oprechte Haerlemsche courant	https://www.delpher.nl/nl/kranten/view?cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&query=hondu%2A&coll=ddd&redirect=true&sortfield=date&page=1&maxperpage=50&identifier=ddd:010926782:mpeg21:a0006&resultsidentifier=ddd:010926782:mpeg21:a0006&rowid=12	2 Aug 1667	re armada in Cadiz readying to leave after the [fleet destined for?] Honduras leaves	"Cadix den 3 Iuly. Men spreeckt, als soudede Spaense Armade nu haest Zee genomen verwacht noch 4 a 5 Schepen uyt de Straet van Parlemona , dese gehomen zijnde, sullen haer by de Armade vervoegen , die als dan 18 Schepen sterck sal zijn. Capiteyn de Barlovento, met een Petas, segt men voorseecker, dat na de Honduras sal vertrecken: maer een Engels Scheepje hier gekomen, brenght Tydinghe, dat de Portugyse 12 kloecke Schepen gereethebben,waer van den Admirael soude voeren 140 Stucken en 1700 Man,den Vice-Admirael 90 Stucken: soo nu het Franse Esquaderonder Monsr. du Quesne daer by quam, dat soude een groote Armade maecken; en veroorsaecken, dat Capiteyn de Barlavento noch bleef leggen."	
	"<li><article data-identifier=""MMNHA02:164940102:mpeg21:a00002"" data-metadata=""{&quot;title&quot;:&quot;SPANGIEN.&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;Oprechte Haerlemsche courant&quot;,&quot;subtitle&quot;:&quot;22-10-1667&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;430771576&quot;,&quot;objectlevelId&quot;:&quot;MMNHA02:164940102:mpeg21:a00002&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_13"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;query=hondu%2A&amp;coll=ddd&amp;redirect=true&amp;sortfield=date&amp;page=1&amp;maxperpage=50&amp;identifier=MMNHA02:164940102:mpeg21:a00002&amp;resultsidentifier=MMNHA02:164940102:mpeg21:a00002&amp;rowid=13"" class=""search-result__link""><h2 class=""search-result__heading"">                                SPANGIEN.                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22430771576%22%29&amp;coll=ddd"" class=""metadata__details-link"">Oprechte Haerlemsche courant</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2222-10-1667%22%29&amp;coll=ddd"" class=""metadata__details-link"">22-10-1667</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	Oprechte Haerlemsche courant	https://www.delpher.nl/nl/kranten/view?cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&query=hondu%2A&coll=ddd&redirect=true&sortfield=date&page=1&maxperpage=50&identifier=MMNHA02:164940102:mpeg21:a00002&resultsidentifier=MMNHA02:164940102:mpeg21:a00002&rowid=13	22 Oct 1667	re Sp Hon ship to Cadiz with news fm Lima of June 1666 revolt of mine workers	"Cadix den 11 September. Tot St. Luczr zijn alleen de Schepen van Nova Spangie gearriveert; de Ladinge is niet veel te beduyden; die van Peru werden nu met verlangen verwacht: maer over de Honduris is Tydinge van Lima, van de Maent Juny 1666. hoe dat de Mijn-werckers waren gerevolteert, waerom weynigh Silver voor de handt was. 4 Engelsse Fregatten zijn voor 6 Dagen hier ten Ancker geweest, by haer hebbende een Fransse Prijs, gaende van Venetien nae Lissabon, geladen met Rijs, Solpher en 40 Kassen goude Laeckenen, en zijn daer mede na Tanger."	
	"<li><article data-identifier=""ddd:011014630:mpeg21:a0008"" data-metadata=""{&quot;title&quot;:&quot;d`Amsterdam le 6 Decembre.&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;La gazette d`Amsterdam&quot;,&quot;subtitle&quot;:&quot;06-12-1668&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;865040389&quot;,&quot;objectlevelId&quot;:&quot;ddd:011014630:mpeg21:a0008&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_14"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;query=hondu%2A&amp;coll=ddd&amp;redirect=true&amp;sortfield=date&amp;page=1&amp;maxperpage=50&amp;identifier=ddd:011014630:mpeg21:a0008&amp;resultsidentifier=ddd:011014630:mpeg21:a0008&amp;rowid=14"" class=""search-result__link""><h2 class=""search-result__heading"">                                d'Amsterdam le 6 Decembre.                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22865040389%22%29&amp;coll=ddd"" class=""metadata__details-link"">La gazette d'Amsterdam</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2206-12-1668%22%29&amp;coll=ddd"" class=""metadata__details-link"">06-12-1668</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	La gazette d`Amsterdam	https://www.delpher.nl/nl/kranten/view?cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&query=hondu%2A&coll=ddd&redirect=true&sortfield=date&page=1&maxperpage=50&identifier=ddd:011014630:mpeg21:a0008&resultsidentifier=ddd:011014630:mpeg21:a0008&rowid=14	6 Dec 1668	STOPPED READING HERE ON 28 JULY 2022		
	"<li><article data-identifier=""MMNHA02:164940278:mpeg21:a00006"" data-metadata=""{&quot;title&quot;:&quot;NEDERLANDEN.&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;Oprechte Haerlemsche courant&quot;,&quot;subtitle&quot;:&quot;06-12-1668&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;430771576&quot;,&quot;objectlevelId&quot;:&quot;MMNHA02:164940278:mpeg21:a00006&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_15"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;query=hondu%2A&amp;coll=ddd&amp;redirect=true&amp;sortfield=date&amp;page=1&amp;maxperpage=50&amp;identifier=MMNHA02:164940278:mpeg21:a00006&amp;resultsidentifier=MMNHA02:164940278:mpeg21:a00006&amp;rowid=15"" class=""search-result__link""><h2 class=""search-result__heading"">                                NEDERLANDEN.                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22430771576%22%29&amp;coll=ddd"" class=""metadata__details-link"">Oprechte Haerlemsche courant</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2206-12-1668%22%29&amp;coll=ddd"" class=""metadata__details-link"">06-12-1668</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	Oprechte Haerlemsche courant	https://www.delpher.nl/nl/kranten/view?cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&query=hondu%2A&coll=ddd&redirect=true&sortfield=date&page=1&maxperpage=50&identifier=MMNHA02:164940278:mpeg21:a00006&resultsidentifier=MMNHA02:164940278:mpeg21:a00006&rowid=15	6 Dec 1668			
	"<li><article data-identifier=""ddd:010926810:mpeg21:a0006"" data-metadata=""{&quot;title&quot;:&quot;V ` N NIXEN.&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;Oprechte Haerlemsche courant&quot;,&quot;subtitle&quot;:&quot;07-02-1669&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;841198969&quot;,&quot;objectlevelId&quot;:&quot;ddd:010926810:mpeg21:a0006&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_16"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;query=hondu%2A&amp;coll=ddd&amp;redirect=true&amp;sortfield=date&amp;page=1&amp;maxperpage=50&amp;identifier=ddd:010926810:mpeg21:a0006&amp;resultsidentifier=ddd:010926810:mpeg21:a0006&amp;rowid=16"" class=""search-result__link""><h2 class=""search-result__heading"">                                V ' N NIXEN.                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22841198969%22%29&amp;coll=ddd"" class=""metadata__details-link"">Oprechte Haerlemsche courant</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2207-02-1669%22%29&amp;coll=ddd"" class=""metadata__details-link"">07-02-1669</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	Oprechte Haerlemsche courant	https://www.delpher.nl/nl/kranten/view?cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&query=hondu%2A&coll=ddd&redirect=true&sortfield=date&page=1&maxperpage=50&identifier=ddd:010926810:mpeg21:a0006&resultsidentifier=ddd:010926810:mpeg21:a0006&rowid=16	7 Feb 1669			
	"<li><article data-identifier=""ddd:010926813:mpeg21:a0002"" data-metadata=""{&quot;title&quot;:&quot;SPANGIEN.&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;Oprechte Haerlemsche courant&quot;,&quot;subtitle&quot;:&quot;14-02-1669&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;841198969&quot;,&quot;objectlevelId&quot;:&quot;ddd:010926813:mpeg21:a0002&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_17"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;query=hondu%2A&amp;coll=ddd&amp;redirect=true&amp;sortfield=date&amp;page=1&amp;maxperpage=50&amp;identifier=ddd:010926813:mpeg21:a0002&amp;resultsidentifier=ddd:010926813:mpeg21:a0002&amp;rowid=17"" class=""search-result__link""><h2 class=""search-result__heading"">                                SPANGIEN.                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22841198969%22%29&amp;coll=ddd"" class=""metadata__details-link"">Oprechte Haerlemsche courant</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2214-02-1669%22%29&amp;coll=ddd"" class=""metadata__details-link"">14-02-1669</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	Oprechte Haerlemsche courant	https://www.delpher.nl/nl/kranten/view?cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&query=hondu%2A&coll=ddd&redirect=true&sortfield=date&page=1&maxperpage=50&identifier=ddd:010926813:mpeg21:a0002&resultsidentifier=ddd:010926813:mpeg21:a0002&rowid=17	14 Feb 1669			
	"<li><article data-identifier=""MMNHA02:164941020:mpeg21:a00002"" data-metadata=""{&quot;title&quot;:&quot;S P A N G I E N&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;Oprechte Haerlemsche courant&quot;,&quot;subtitle&quot;:&quot;14-02-1669&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;430771576&quot;,&quot;objectlevelId&quot;:&quot;MMNHA02:164941020:mpeg21:a00002&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_18"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;query=hondu%2A&amp;coll=ddd&amp;redirect=true&amp;sortfield=date&amp;page=1&amp;maxperpage=50&amp;identifier=MMNHA02:164941020:mpeg21:a00002&amp;resultsidentifier=MMNHA02:164941020:mpeg21:a00002&amp;rowid=18"" class=""search-result__link""><h2 class=""search-result__heading"">                                S P A N G I E N                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22430771576%22%29&amp;coll=ddd"" class=""metadata__details-link"">Oprechte Haerlemsche courant</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2214-02-1669%22%29&amp;coll=ddd"" class=""metadata__details-link"">14-02-1669</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	Oprechte Haerlemsche courant	https://www.delpher.nl/nl/kranten/view?cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&query=hondu%2A&coll=ddd&redirect=true&sortfield=date&page=1&maxperpage=50&identifier=MMNHA02:164941020:mpeg21:a00002&resultsidentifier=MMNHA02:164941020:mpeg21:a00002&rowid=18	14 Feb 1669			
	"<li><article data-identifier=""ddd:010758935:mpeg21:a0002"" data-metadata=""{&quot;title&quot;:&quot;SPANJEN.&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;T\u0133dinghe uyt verscheyde quartieren&quot;,&quot;subtitle&quot;:&quot;16-02-1669&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;832688312&quot;,&quot;objectlevelId&quot;:&quot;ddd:010758935:mpeg21:a0002&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_19"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;query=hondu%2A&amp;coll=ddd&amp;redirect=true&amp;sortfield=date&amp;page=1&amp;maxperpage=50&amp;identifier=ddd:010758935:mpeg21:a0002&amp;resultsidentifier=ddd:010758935:mpeg21:a0002&amp;rowid=19"" class=""search-result__link""><h2 class=""search-result__heading"">                                SPANJEN.                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22832688312%22%29&amp;coll=ddd"" class=""metadata__details-link"">Tĳdinghe uyt verscheyde quartieren</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2216-02-1669%22%29&amp;coll=ddd"" class=""metadata__details-link"">16-02-1669</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	T\u0133dinghe uyt verscheyde quartieren	https://www.delpher.nl/nl/kranten/view?cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&query=hondu%2A&coll=ddd&redirect=true&sortfield=date&page=1&maxperpage=50&identifier=ddd:010758935:mpeg21:a0002&resultsidentifier=ddd:010758935:mpeg21:a0002&rowid=19	16 Feb 1669			
	"<li><article data-identifier=""ddd:010926658:mpeg21:a0001"" data-metadata=""{&quot;title&quot;:&quot;PORTUGAEL.&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;Oprechte Haerlemsche courant&quot;,&quot;subtitle&quot;:&quot;11-04-1669&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;841198969&quot;,&quot;objectlevelId&quot;:&quot;ddd:010926658:mpeg21:a0001&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_20"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;query=hondu%2A&amp;coll=ddd&amp;redirect=true&amp;sortfield=date&amp;page=1&amp;maxperpage=50&amp;identifier=ddd:010926658:mpeg21:a0001&amp;resultsidentifier=ddd:010926658:mpeg21:a0001&amp;rowid=20"" class=""search-result__link""><h2 class=""search-result__heading"">                                PORTUGAEL.                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22841198969%22%29&amp;coll=ddd"" class=""metadata__details-link"">Oprechte Haerlemsche courant</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2211-04-1669%22%29&amp;coll=ddd"" class=""metadata__details-link"">11-04-1669</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	Oprechte Haerlemsche courant	https://www.delpher.nl/nl/kranten/view?cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&query=hondu%2A&coll=ddd&redirect=true&sortfield=date&page=1&maxperpage=50&identifier=ddd:010926658:mpeg21:a0001&resultsidentifier=ddd:010926658:mpeg21:a0001&rowid=20	11 Apr 1669			
	"<li><article data-identifier=""MMNHA02:164941043:mpeg21:a00001"" data-metadata=""{&quot;title&quot;:&quot;PORTUGAEL.&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;Oprechte Haerlemsche courant&quot;,&quot;subtitle&quot;:&quot;11-04-1669&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;430771576&quot;,&quot;objectlevelId&quot;:&quot;MMNHA02:164941043:mpeg21:a00001&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_21"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;query=hondu%2A&amp;coll=ddd&amp;redirect=true&amp;sortfield=date&amp;page=1&amp;maxperpage=50&amp;identifier=MMNHA02:164941043:mpeg21:a00001&amp;resultsidentifier=MMNHA02:164941043:mpeg21:a00001&amp;rowid=21"" class=""search-result__link""><h2 class=""search-result__heading"">                                PORTUGAEL.                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22430771576%22%29&amp;coll=ddd"" class=""metadata__details-link"">Oprechte Haerlemsche courant</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2211-04-1669%22%29&amp;coll=ddd"" class=""metadata__details-link"">11-04-1669</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	Oprechte Haerlemsche courant	https://www.delpher.nl/nl/kranten/view?cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&query=hondu%2A&coll=ddd&redirect=true&sortfield=date&page=1&maxperpage=50&identifier=MMNHA02:164941043:mpeg21:a00001&resultsidentifier=MMNHA02:164941043:mpeg21:a00001&rowid=21	11 Apr 1669			
	"<li><article data-identifier=""ddd:010758936:mpeg21:a0001"" data-metadata=""{&quot;title&quot;:&quot;PORTUGAEL.&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;T\u0133dinghe uyt verscheyde quartieren&quot;,&quot;subtitle&quot;:&quot;13-04-1669&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;832688312&quot;,&quot;objectlevelId&quot;:&quot;ddd:010758936:mpeg21:a0001&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_22"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;query=hondu%2A&amp;coll=ddd&amp;redirect=true&amp;sortfield=date&amp;page=1&amp;maxperpage=50&amp;identifier=ddd:010758936:mpeg21:a0001&amp;resultsidentifier=ddd:010758936:mpeg21:a0001&amp;rowid=22"" class=""search-result__link""><h2 class=""search-result__heading"">                                PORTUGAEL.                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22832688312%22%29&amp;coll=ddd"" class=""metadata__details-link"">Tĳdinghe uyt verscheyde quartieren</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2213-04-1669%22%29&amp;coll=ddd"" class=""metadata__details-link"">13-04-1669</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	T\u0133dinghe uyt verscheyde quartieren	https://www.delpher.nl/nl/kranten/view?cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&query=hondu%2A&coll=ddd&redirect=true&sortfield=date&page=1&maxperpage=50&identifier=ddd:010758936:mpeg21:a0001&resultsidentifier=ddd:010758936:mpeg21:a0001&rowid=22	13 Apr 1669			
