Table 1
	CODE	HELD	TITLE	AUTHORS	PUBLISHER	YEAR	YEAR VAL	DESCRIPTION	SUBJECTS	NOTES	OCLC NO	OCLC CAT	
	"Availability:                    FirstSearch indicates your institution owns the item. Libraries worldwide that own item: 1    Harvard University   Search the HOLLIS CatalogExternal Resources:              Cite This ItemFind Items About:                Delloye, Henri,1Title:                            Troubadour liègeois;journal encyclopédique, de tous les soirs.Author(s):                       Delloye, Henri, ; editor.Publication:                     Liège.Year:                            1799-?Frequency:                       DailyLanguage:                        FrenchNote(s):                         See Bibliog. de la presse périod. fr., par E. Hatin, p. 254.Responsibility:                  Par Henri Delloye.Material Type:                   Periodical (per)Document Type:                   SerialEntry:                           19960118Update:                          20170302Accession No:                    OCLC:                            612676913Provider:        OCLCDatabase:                        WorldCat--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"	^^^	"Troubadour liègeois;journal encyclopédique, de tous les soirs.Author(s)"	"Delloye, Henri, ; editor.Publication"	Liège.	^^^	1	^^^	^^^	^^^	612676913	https://worldcat.org/oclc/612676913	
	"Availability:                    FirstSearch indicates your institution owns the item. Libraries worldwide that own item: 1    Harvard University   Search the HOLLIS CatalogExternal Resources:              Cite This ItemTitle:                            Le calendrier de la Cour de S.A.E.E. de Cologne.Author(s):                       Vogel, Jean Philippe Neri Merie.Publication:                     [À Bonn.]Year:                            1773Language:                        FrenchPreceding Title:                 Chur-cöllnischer Hof-CalenderSucceeding Title:                Almanac de la Cour de S.A.E.E. de Cologne; par J.P.N.M.V.Material Type:                   Periodical (per)Document Type:                   SerialEntry:                           19941024Update:                          20170302Accession No:                    OCLC:                            612628377Provider:        OCLCDatabase:                        WorldCat--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"	^^^	Le calendrier de la Cour de S.A.E.E. de Cologne.Author(s)	"Vogel, Jean Philippe Neri Merie.Publication"	[À Bonn.]	^^^	1	^^^	^^^	^^^	612628377	https://worldcat.org/oclc/612628377	
	"Availability:                    Check the catalogs in your library. Libraries worldwide that own item: 1 Search the HOLLIS CatalogExternal Resources:              Cite This ItemFind Items About:                Bulletin des lois1Francia.298,019Title:                            Bulletin des lois de l'Empire français :contenant des décrets et arrêtés d'intérêt local ou particulier.Corp Author(s):                  Francia.Publication:                     Paris : Imprimerie Impériale,Year:                            1794-1931Frequency:                       SemestraleLanguage:                        FrenchStandard No:                     ISSN:                            1272-6397Note(s):                         Si compone di due parti: vol. I Partie principale (testi d'interesse generale) e vol. II Partie supplémentaire (testi d'interesse locale). Descrizione basatasull'ed. 1860. Le date d'inizio e di fine si ricavano dal catalogo Sudoc./ Il titolo subisce numeriose variazioni./ Sul front.: Règne de Napoléon, empereur des français./ Supplement:                     Supplément au Bulletin des loisOther Titles:                    Bulletin des lois.; Bulletin des lois de la République; Bulletin des lois du royaume de FrancePreceding Title:                 Collection des loisMaterial Type:                   Government publication (gpb); National government publication (ngp)Document Type:                   SerialEntry:                           20110525Update:                          20200902Accession No:                    OCLC:                            1192466904Provider:        OCLCDatabase:                        WorldCat--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"	1	Bulletin des lois de l'Empire français	Francia.Publication	"Paris : Imprimerie Impériale,"	^^^	1	^^^	^^^	^^^	1192466904	https://worldcat.org/oclc/1192466904	
	"Availability:                    Check the catalogs in your library. Libraries worldwide that own item: 1 Search the HOLLIS CatalogExternal Resources:              Cite This ItemFind Items About:                Gazette105Title:                            Table ou abrégé des cent trente-cinq volumes de la Gazette de France, depuis son commencement en 1631 jusqu'à fin de l'année 1765. :[By E.J. Génet.].Place:                           France; Paris.Year:                            1766Language:                        FrenchStandard No:                     National Library:                013913887SUBJECT(S)Genre/Form:                      Newspapers.Geographic:                      France -- Newspapers.Paris (France) -- Newspapers.France.France -- Paris.Class Descriptors:                Dewey: 074.361Other Titles:                    Gazette.Material Type:                   Newspaper (new)Document Type:                   SerialEntry:                           19950421Update:                          20220508Accession No:                    OCLC:                            751740513Provider:        OCLCDatabase:                        WorldCat--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"	1	"Table ou abrégé des cent trente-cinq volumes de la Gazette de France, depuis son commencement en 1631 jusqu'à fin de l'année 1765."	^^^	^^^	^^^	1	^^^	Genre/Form: Newspapers.Geographic: France -- Newspapers.Paris (France) -- Newspapers.France.France -- Paris.	^^^	751740513	https://worldcat.org/oclc/751740513	
	"Availability:                    Check the catalogs in your library. Libraries worldwide that own item: 1 Search the HOLLIS CatalogExternal Resources:              Cite This ItemTitle:                            Gazette de la Régence.Publication:                     Paris : G. Charpentier et Cie.Year:                            1715-1719Language:                        FrenchNote(s):                         Manuscrit édité en 1887 par le Comte E. de Barthélémy.Class Descriptors:               UDC:                             944""17""Other Titles:                    Gazette de la RégenceDocument Type:                   SerialEntry:                           19890214Update:                          20200129Accession No:                    OCLC:                            490266972Provider:        OCLCDatabase:                        WorldCat--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"	1	Gazette de la Régence.Publication	^^^	Paris : G. Charpentier et Cie.	^^^	1	^^^	^^^	Manuscrit édité en 1887 par le Comte E. de Barthélémy.	490266972	https://worldcat.org/oclc/490266972	
	"Availability:                    FirstSearch indicates your institution owns the item. Libraries worldwide that own item: 1    Harvard University   Search the HOLLIS CatalogExternal Resources:              Cite This ItemTitle:                            Archives parlementaires de 1787 à 1860 :recueil complet des débats législatifs et politiques des chambres françaises.Publication:                     Paris : [publisher not identified]Year:                            1787-Language:                        FrenchNote(s):                         Tom.1-82 imprimé par ordre du Sénat et de la Chambre des deputés, sous la direction de J. Mavidal et E. Laurent. Tom.83, etc. continué par l'Institut d'histoirede la Revolution française de la Faculté des lettres et sciences humaines de Paris.Material Type:                   Periodical (per)Document Type:                   SerialEntry:                           19770701Update:                          20220224Accession No:                    OCLC:                            1243881726Provider:        OCLCDatabase:                        WorldCat--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"	^^^	Archives parlementaires de 1787 à 1860	^^^	Paris : [publisher not identified]	^^^	1	^^^	^^^	^^^	1243881726	https://worldcat.org/oclc/1243881726	
	"Availability:                    Check the catalogs in your library. Libraries worldwide that own item: 1 Search the HOLLIS CatalogExternal Resources:              Cite This ItemFind Items About:                Memoires pour l'histoire des sciences et des beaux-arts46Title:                            Memoires pour l'histoire des sciences et des beaux-arts.Publication:                     Paris : Chez E. Ganeau.,Year:                            1701-Frequency:                       Bimensuel (1701); mensuel (1702-1767)Language:                        FrenchStandard No:                     LCCN:                            09-19700Note(s):                         Bimensuel (1701); mensuel (1702-1767) L'editeur commercial change./ Suivi de: Journal des beaux-arts et des sciences.Class Descriptors:                LC: AP20; NLC:                             AP20Document Type:                   SerialEntry:                           19861029Update:                          20170524Accession No:                    OCLC:                            775852205Provider:        OCLCDatabase:                        WorldCat--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"	1	Memoires pour l'histoire des sciences et des beaux-arts.Publication	^^^	"Paris : Chez E. Ganeau.,"	^^^	1	^^^	^^^	Bimensuel (1701); mensuel (1702-1767) L'editeur commercial change./ Suivi de: Journal des beaux-arts et des sciences.	775852205	https://worldcat.org/oclc/775852205	
	"Availability:                    Check the catalogs in your library. Libraries worldwide that own item: 1 Search the HOLLIS CatalogExternal Resources:              Cite This ItemFind Items About:                Courrier de l'Europe2Title:                            Courrier de l'Europe.Publication:                     Londres : E. Cox,Year:                            1776-Language:                        FrenchSUBJECT(S)Genre/Form:                      Périodiques.serials (publications)Serial publications.Serial publications.Publications en série.Note(s):                         Gazette anglo-francaise.Class Descriptors:                LC: AP25; NLC:                             AP25Material Type:                   Periodical (per)Document Type:                   SerialEntry:                           19860328Update:                          20220324Accession No:                    OCLC:                            798790324Provider:        OCLCDatabase:                        WorldCat--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"	1	Courrier de l'Europe.Publication	^^^	"Londres : E. Cox,"	^^^	1	^^^	Genre/Form: Périodiques.serials (publications)Serial publications.Serial publications.Publications en série.Note(s): Gazette anglo-francaise.	Gazette anglo-francaise.	798790324	https://worldcat.org/oclc/798790324	
	"Availability:             FirstSearch indicates your institution owns the item. Libraries worldwide that own item: 1    Harvard University   Search the HOLLIS CatalogExternal Resources:       Cite This ItemTitle:                     Le Républicain du nord.Publication:              Bruxelles.Year:                     1796-?Frequency:                DailyLanguage:                 FrenchNote(s):                  See Bibliog. de la presse périod. fr., par E. Hatin, p. 291.Material Type:            Periodical (per)Document Type:            SerialEntry:                    19950830Update:                   20170302Accession No:             OCLC:                     612763199Provider:        OCLCDatabase:                 WorldCat--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"	^^^	Le Républicain du nord.Publication	^^^	Bruxelles.	^^^	1	^^^	^^^	^^^	612763199	https://worldcat.org/oclc/612763199	
	"Availability:             Check the catalogs in your library. Libraries worldwide that own item: 1 Search the HOLLIS CatalogExternal Resources:       Cite This ItemFind Items About:         La Roche, Michel de,max: 4Title:                     Bibliothèque angloise, ou, Histoire littéraire de la Grande-Bretagne par M.D.L.R. ...Author(s):                La Roche, Michel de, active 1710-1731.Publication:              Amsterdam : Chez la veuve de P. Marret.Place:                    Netherlands; Amsterdam.Year:                     1717-1719Language:                 FrenchSUBJECT(S)Descriptor:               English literature -- Bibliography -- Periodicals.Bibliography -- Periodicals.Bibliographie -- Périodiques.English literature.Bibliography.English literature -- Bibliography.Genre/Form:               Bibliographies.Periodicals.Periodicals -- 18th century.Note(s):                  Vol. 1-5 ""par M.D.L.R."", i.e. Michel de la Roche (RLIN).General Info:             Provenance: front pastedowns, armorial bookplate ""T. Sharp DD. Preb[endary] of Durham Arch Deacon of North[umberland]"" i.e. Thomas Sharp, 1693-1758.Material Type:            Periodical (per)Document Type:            SerialEntry:                    19990315Update:                   20220513Accession No:             OCLC:                     1015508290Provider:        OCLCDatabase:                 WorldCat--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"	1	"Bibliothèque angloise, ou, Histoire littéraire de la Grande-Bretagne par M.D.L.R. ...Author(s)"	"La Roche, Michel de, active 1710-1731.Publication"	Amsterdam : Chez la veuve de P. Marret.Place: Netherlands; Amsterdam.	^^^	1	^^^	^^^	^^^	1015508290	https://worldcat.org/oclc/1015508290	
	"Availability:             FirstSearch indicates your institution owns the item. Libraries worldwide that own item: 1    Harvard University   Search the HOLLIS CatalogExternal Resources:       Cite This ItemTitle:                     Journal du soir des amis de la liberté et de l'égalité;Publication:              [Paris]Year:                     1796-?Language:                 FrenchNote(s):                  See Bibliog. de la presse périod. fr., par E. Hatin, p. 178.Other Titles:             ""Journal du matin"" ...; Morning editions; Journal des amis de la libertéResponsibility:           redigé par P. Sablier et plusieurs écrivains patriotiques.Material Type:            Periodical (per)Document Type:            SerialEntry:                    19950417Update:                   20161128Accession No:             OCLC:                     237216444Provider:        OCLCDatabase:                 WorldCat--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"	^^^	Journal du soir des amis de la liberté et de l'égalité;Publication	^^^	[Paris]	^^^	1	^^^	^^^	^^^	237216444	https://worldcat.org/oclc/237216444	
