Table 1
	CODE	SERIAL	LINK	DATE	NOTE	EXTRACT	
	"<li><article data-identifier=""ddd:010555114:mpeg21:a0012"" data-metadata=""{&quot;title&quot;:&quot;Advertentie&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;Courante uyt Italien, Duytslandt, &amp;c.&quot;,&quot;subtitle&quot;:&quot;30-06-1635&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;830620397&quot;,&quot;objectlevelId&quot;:&quot;ddd:010555114:mpeg21:a0012&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_11"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?query=campe%2A+not+campen+not+camper&amp;page=1&amp;maxperpage=50&amp;sortfield=date&amp;cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;coll=ddd&amp;redirect=true&amp;identifier=ddd:010555114:mpeg21:a0012&amp;resultsidentifier=ddd:010555114:mpeg21:a0012&amp;rowid=11"" class=""search-result__link""><h2 class=""search-result__heading"">                                Advertentie                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22830620397%22%29&amp;coll=ddd"" class=""metadata__details-link"">Courante uyt Italien, Duytslandt, &amp;c.</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2230-06-1635%22%29&amp;coll=ddd"" class=""metadata__details-link"">30-06-1635</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	"Courante uyt Italien, Duytslandt, &c."	https://www.delpher.nl/nl/kranten/view?query=campe%2A+not+campen+not+camper&page=1&maxperpage=50&sortfield=date&cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&coll=ddd&redirect=true&identifier=ddd:010555114:mpeg21:a0012&resultsidentifier=ddd:010555114:mpeg21:a0012&rowid=11	30 Jun 1635	ditto	ditto	
	"<li><article data-identifier=""MMKB08:000213979:mpeg21:a0011"" data-metadata=""{&quot;title&quot;:&quot;Capitepn Bonte hoe heeft in Zeelandt&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;Courante uyt Italien, Duytslandt, &amp;c.&quot;,&quot;subtitle&quot;:&quot;11-08-1635&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;400915782&quot;,&quot;objectlevelId&quot;:&quot;MMKB08:000213979:mpeg21:a0011&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_12"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?query=campe%2A+not+campen+not+camper&amp;page=1&amp;maxperpage=50&amp;sortfield=date&amp;cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;coll=ddd&amp;redirect=true&amp;identifier=MMKB08:000213979:mpeg21:a0011&amp;resultsidentifier=MMKB08:000213979:mpeg21:a0011&amp;rowid=12"" class=""search-result__link""><h2 class=""search-result__heading"">                                Capitepn Bonte hoe heeft in Zeelandt                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22400915782%22%29&amp;coll=ddd"" class=""metadata__details-link"">Courante uyt Italien, Duytslandt, &amp;c.</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2211-08-1635%22%29&amp;coll=ddd"" class=""metadata__details-link"">11-08-1635</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	"Courante uyt Italien, Duytslandt, &c."	https://www.delpher.nl/nl/kranten/view?query=campe%2A+not+campen+not+camper&page=1&maxperpage=50&sortfield=date&cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&coll=ddd&redirect=true&identifier=MMKB08:000213979:mpeg21:a0011&resultsidentifier=MMKB08:000213979:mpeg21:a0011&rowid=12	11 Aug 1635	not translated as of 28 JULY 2022 possibly re Capt Block from WI brining logwood [seized or traded?]	[no headline] Capiteyn Bonte Roe [Koe?] heest in Zeelandt inghebracht een Prijse van de Bahia met 450 kisten Suyckers / ende Capiteyn Block een uyt West-Indien met Campesie-hout/ Huyden ende Toback / ende tot Enckhuysen noch een ander met ontrent 100 kisten Suyckeren ende Consituren: Benessens dien zijn door de Cruyssers opgesonde eenige Neckbootjes van Duynkercké/daer onder een Fregat met vier Metale ende 2 ysere Stucken/ ende een Boot met 45 Mannen.	
	"<li><article data-identifier=""ddd:010633857:mpeg21:a0010"" data-metadata=""{&quot;title&quot;:&quot;Wt Ceulen den 15. May.&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;T\u0133dinghe uyt verscheyde quartieren&quot;,&quot;subtitle&quot;:&quot;24-05-1636&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;832688312&quot;,&quot;objectlevelId&quot;:&quot;ddd:010633857:mpeg21:a0010&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_13"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?query=campe%2A+not+campen+not+camper&amp;page=1&amp;maxperpage=50&amp;sortfield=date&amp;cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;coll=ddd&amp;redirect=true&amp;identifier=ddd:010633857:mpeg21:a0010&amp;resultsidentifier=ddd:010633857:mpeg21:a0010&amp;rowid=13"" class=""search-result__link""><h2 class=""search-result__heading"">                                Wt Ceulen den 15. May.                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22832688312%22%29&amp;coll=ddd"" class=""metadata__details-link"">Tĳdinghe uyt verscheyde quartieren</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2224-05-1636%22%29&amp;coll=ddd"" class=""metadata__details-link"">24-05-1636</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	T\u0133dinghe uyt verscheyde quartieren	https://www.delpher.nl/nl/kranten/view?query=campe%2A+not+campen+not+camper&page=1&maxperpage=50&sortfield=date&cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&coll=ddd&redirect=true&identifier=ddd:010633857:mpeg21:a0010&resultsidentifier=ddd:010633857:mpeg21:a0010&rowid=13	24 May 1636	re military in Europe		
	"<li><article data-identifier=""ddd:010633868:mpeg21:a0010"" data-metadata=""{&quot;title&quot;:&quot;Wt Erffurt, den 27 dito.&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;T\u0133dinghe uyt verscheyde quartieren&quot;,&quot;subtitle&quot;:&quot;12-05-1640&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;832688312&quot;,&quot;objectlevelId&quot;:&quot;ddd:010633868:mpeg21:a0010&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_14"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?query=campe%2A+not+campen+not+camper&amp;page=1&amp;maxperpage=50&amp;sortfield=date&amp;cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;coll=ddd&amp;redirect=true&amp;identifier=ddd:010633868:mpeg21:a0010&amp;resultsidentifier=ddd:010633868:mpeg21:a0010&amp;rowid=14"" class=""search-result__link""><h2 class=""search-result__heading"">                                Wt Erffurt, den 27 dito.                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22832688312%22%29&amp;coll=ddd"" class=""metadata__details-link"">Tĳdinghe uyt verscheyde quartieren</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2212-05-1640%22%29&amp;coll=ddd"" class=""metadata__details-link"">12-05-1640</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	T\u0133dinghe uyt verscheyde quartieren	https://www.delpher.nl/nl/kranten/view?query=campe%2A+not+campen+not+camper&page=1&maxperpage=50&sortfield=date&cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&coll=ddd&redirect=true&identifier=ddd:010633868:mpeg21:a0010&resultsidentifier=ddd:010633868:mpeg21:a0010&rowid=14	12 May 1640	re military in Europe		
	"<li><article data-identifier=""ddd:010633953:mpeg21:a0007"" data-metadata=""{&quot;title&quot;:&quot;Wt Brysach, vanden selven dito.&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;T\u0133dinghe uyt verscheyde quartieren&quot;,&quot;subtitle&quot;:&quot;18-07-1643&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;832688312&quot;,&quot;objectlevelId&quot;:&quot;ddd:010633953:mpeg21:a0007&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_15"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?query=campe%2A+not+campen+not+camper&amp;page=1&amp;maxperpage=50&amp;sortfield=date&amp;cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;coll=ddd&amp;redirect=true&amp;identifier=ddd:010633953:mpeg21:a0007&amp;resultsidentifier=ddd:010633953:mpeg21:a0007&amp;rowid=15"" class=""search-result__link""><h2 class=""search-result__heading"">                                Wt Brysach, vanden selven dito.                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22832688312%22%29&amp;coll=ddd"" class=""metadata__details-link"">Tĳdinghe uyt verscheyde quartieren</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2218-07-1643%22%29&amp;coll=ddd"" class=""metadata__details-link"">18-07-1643</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	T\u0133dinghe uyt verscheyde quartieren	https://www.delpher.nl/nl/kranten/view?query=campe%2A+not+campen+not+camper&page=1&maxperpage=50&sortfield=date&cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&coll=ddd&redirect=true&identifier=ddd:010633953:mpeg21:a0007&resultsidentifier=ddd:010633953:mpeg21:a0007&rowid=15	18 Jul 1643	re military in Europe		
	"<li><article data-identifier=""ddd:011000436:mpeg21:a0006"" data-metadata=""{&quot;title&quot;:&quot;Uyt Basel den 13 dito.&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;Ordinaris dingsdaeghse courante&quot;,&quot;subtitle&quot;:&quot;18-07-1644&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;831281499&quot;,&quot;objectlevelId&quot;:&quot;ddd:011000436:mpeg21:a0006&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_16"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?query=campe%2A+not+campen+not+camper&amp;page=1&amp;maxperpage=50&amp;sortfield=date&amp;cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;coll=ddd&amp;redirect=true&amp;identifier=ddd:011000436:mpeg21:a0006&amp;resultsidentifier=ddd:011000436:mpeg21:a0006&amp;rowid=16"" class=""search-result__link""><h2 class=""search-result__heading"">                                Uyt Basel den 13 dito.                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22831281499%22%29&amp;coll=ddd"" class=""metadata__details-link"">Ordinaris dingsdaeghse courante</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2218-07-1644%22%29&amp;coll=ddd"" class=""metadata__details-link"">18-07-1644</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	Ordinaris dingsdaeghse courante	https://www.delpher.nl/nl/kranten/view?query=campe%2A+not+campen+not+camper&page=1&maxperpage=50&sortfield=date&cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&coll=ddd&redirect=true&identifier=ddd:011000436:mpeg21:a0006&resultsidentifier=ddd:011000436:mpeg21:a0006&rowid=16	18 Jul 1644	re military in Europe		
	"<li><article data-identifier=""ddd:010633975:mpeg21:a0010"" data-metadata=""{&quot;title&quot;:&quot;Wt Franckfurt, den 27 dito.&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;T\u0133dinghe uyt verscheyde quartieren&quot;,&quot;subtitle&quot;:&quot;06-05-1645&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;832688312&quot;,&quot;objectlevelId&quot;:&quot;ddd:010633975:mpeg21:a0010&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_17"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?query=campe%2A+not+campen+not+camper&amp;page=1&amp;maxperpage=50&amp;sortfield=date&amp;cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;coll=ddd&amp;redirect=true&amp;identifier=ddd:010633975:mpeg21:a0010&amp;resultsidentifier=ddd:010633975:mpeg21:a0010&amp;rowid=17"" class=""search-result__link""><h2 class=""search-result__heading"">                                Wt Franckfurt, den 27 dito.                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22832688312%22%29&amp;coll=ddd"" class=""metadata__details-link"">Tĳdinghe uyt verscheyde quartieren</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2206-05-1645%22%29&amp;coll=ddd"" class=""metadata__details-link"">06-05-1645</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	T\u0133dinghe uyt verscheyde quartieren	https://www.delpher.nl/nl/kranten/view?query=campe%2A+not+campen+not+camper&page=1&maxperpage=50&sortfield=date&cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&coll=ddd&redirect=true&identifier=ddd:010633975:mpeg21:a0010&resultsidentifier=ddd:010633975:mpeg21:a0010&rowid=17	6 May 1645	re military in Europe		
	"<li><article data-identifier=""ddd:010634040:mpeg21:a0011"" data-metadata=""{&quot;title&quot;:&quot;Wt Antwerpen den 21 dito.&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;Europische : ... courant&quot;,&quot;subtitle&quot;:&quot;25-05-1645&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;237818450&quot;,&quot;objectlevelId&quot;:&quot;ddd:010634040:mpeg21:a0011&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_18"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?query=campe%2A+not+campen+not+camper&amp;page=1&amp;maxperpage=50&amp;sortfield=date&amp;cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;coll=ddd&amp;redirect=true&amp;identifier=ddd:010634040:mpeg21:a0011&amp;resultsidentifier=ddd:010634040:mpeg21:a0011&amp;rowid=18"" class=""search-result__link""><h2 class=""search-result__heading"">                                Wt Antwerpen den 21 dito.                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22237818450%22%29&amp;coll=ddd"" class=""metadata__details-link"">Europische : ... courant</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2225-05-1645%22%29&amp;coll=ddd"" class=""metadata__details-link"">25-05-1645</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	Europische : ... courant	https://www.delpher.nl/nl/kranten/view?query=campe%2A+not+campen+not+camper&page=1&maxperpage=50&sortfield=date&cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&coll=ddd&redirect=true&identifier=ddd:010634040:mpeg21:a0011&resultsidentifier=ddd:010634040:mpeg21:a0011&rowid=18	25 May 1645	re military in Europe		
	"<li><article data-identifier=""ddd:010634041:mpeg21:a0012"" data-metadata=""{&quot;title&quot;:&quot;Wt Bergen op Zoom den 28 dito.&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;Europische : ... courant&quot;,&quot;subtitle&quot;:&quot;01-06-1645&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;237818450&quot;,&quot;objectlevelId&quot;:&quot;ddd:010634041:mpeg21:a0012&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_19"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?query=campe%2A+not+campen+not+camper&amp;page=1&amp;maxperpage=50&amp;sortfield=date&amp;cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;coll=ddd&amp;redirect=true&amp;identifier=ddd:010634041:mpeg21:a0012&amp;resultsidentifier=ddd:010634041:mpeg21:a0012&amp;rowid=19"" class=""search-result__link""><h2 class=""search-result__heading"">                                Wt Bergen op Zoom den 28 dito.                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22237818450%22%29&amp;coll=ddd"" class=""metadata__details-link"">Europische : ... courant</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2201-06-1645%22%29&amp;coll=ddd"" class=""metadata__details-link"">01-06-1645</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	Europische : ... courant	https://www.delpher.nl/nl/kranten/view?query=campe%2A+not+campen+not+camper&page=1&maxperpage=50&sortfield=date&cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&coll=ddd&redirect=true&identifier=ddd:010634041:mpeg21:a0012&resultsidentifier=ddd:010634041:mpeg21:a0012&rowid=19	1 Jun 1645	re military in Europe		
	"<li><article data-identifier=""ddd:010633983:mpeg21:a0005"" data-metadata=""{&quot;title&quot;:&quot;Wt Prage, den 19 Augusti.&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;T\u0133dinghe uyt verscheyde quartieren&quot;,&quot;subtitle&quot;:&quot;02-09-1645&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;832688312&quot;,&quot;objectlevelId&quot;:&quot;ddd:010633983:mpeg21:a0005&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_20"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?query=campe%2A+not+campen+not+camper&amp;page=1&amp;maxperpage=50&amp;sortfield=date&amp;cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;coll=ddd&amp;redirect=true&amp;identifier=ddd:010633983:mpeg21:a0005&amp;resultsidentifier=ddd:010633983:mpeg21:a0005&amp;rowid=20"" class=""search-result__link""><h2 class=""search-result__heading"">                                Wt Prage, den 19 Augusti.                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22832688312%22%29&amp;coll=ddd"" class=""metadata__details-link"">Tĳdinghe uyt verscheyde quartieren</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2202-09-1645%22%29&amp;coll=ddd"" class=""metadata__details-link"">02-09-1645</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	T\u0133dinghe uyt verscheyde quartieren	https://www.delpher.nl/nl/kranten/view?query=campe%2A+not+campen+not+camper&page=1&maxperpage=50&sortfield=date&cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&coll=ddd&redirect=true&identifier=ddd:010633983:mpeg21:a0005&resultsidentifier=ddd:010633983:mpeg21:a0005&rowid=20	2 Sep 1645	re military in Europe		
	"<li><article data-identifier=""ddd:010633984:mpeg21:a0005"" data-metadata=""{&quot;title&quot;:&quot;Van de Necker, den 10 Septemb.&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;T\u0133dinghe uyt verscheyde quartieren&quot;,&quot;subtitle&quot;:&quot;23-09-1645&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;832688312&quot;,&quot;objectlevelId&quot;:&quot;ddd:010633984:mpeg21:a0005&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_21"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?query=campe%2A+not+campen+not+camper&amp;page=1&amp;maxperpage=50&amp;sortfield=date&amp;cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;coll=ddd&amp;redirect=true&amp;identifier=ddd:010633984:mpeg21:a0005&amp;resultsidentifier=ddd:010633984:mpeg21:a0005&amp;rowid=21"" class=""search-result__link""><h2 class=""search-result__heading"">                                Van de Necker, den 10 Septemb.                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22832688312%22%29&amp;coll=ddd"" class=""metadata__details-link"">Tĳdinghe uyt verscheyde quartieren</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2223-09-1645%22%29&amp;coll=ddd"" class=""metadata__details-link"">23-09-1645</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	T\u0133dinghe uyt verscheyde quartieren	https://www.delpher.nl/nl/kranten/view?query=campe%2A+not+campen+not+camper&page=1&maxperpage=50&sortfield=date&cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&coll=ddd&redirect=true&identifier=ddd:010633984:mpeg21:a0005&resultsidentifier=ddd:010633984:mpeg21:a0005&rowid=21	23 Sep 1645	re military in Europe		
	"<li><article data-identifier=""ddd:010633795:mpeg21:a0008"" data-metadata=""{&quot;title&quot;:&quot;Wt Caffel, den 24 dito.&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;T\u0133dinghe uyt verscheyde quartieren&quot;,&quot;subtitle&quot;:&quot;05-03-1646&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;832688312&quot;,&quot;objectlevelId&quot;:&quot;ddd:010633795:mpeg21:a0008&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_22"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?query=campe%2A+not+campen+not+camper&amp;page=1&amp;maxperpage=50&amp;sortfield=date&amp;cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;coll=ddd&amp;redirect=true&amp;identifier=ddd:010633795:mpeg21:a0008&amp;resultsidentifier=ddd:010633795:mpeg21:a0008&amp;rowid=22"" class=""search-result__link""><h2 class=""search-result__heading"">                                Wt Caffel, den 24 dito.                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22832688312%22%29&amp;coll=ddd"" class=""metadata__details-link"">Tĳdinghe uyt verscheyde quartieren</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2205-03-1646%22%29&amp;coll=ddd"" class=""metadata__details-link"">05-03-1646</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	T\u0133dinghe uyt verscheyde quartieren	https://www.delpher.nl/nl/kranten/view?query=campe%2A+not+campen+not+camper&page=1&maxperpage=50&sortfield=date&cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&coll=ddd&redirect=true&identifier=ddd:010633795:mpeg21:a0008&resultsidentifier=ddd:010633795:mpeg21:a0008&rowid=22	5 Mar 1646	re military in Europe		
